original,translation
"Hiän yl’en hyviin tože pomogi prostudašta i hiän on potogonnoi i močegonnoi.
",Она тоже очень хорошо при простуде помогает и она потогонная и мочегонная.
"En’n’ein čuajuo ei juodu, a ol’i pačkaz’issa...
","Раньше чай не пили, а был в пачках…"
"A bol’še ka kerät’t’ih ka toko travoida...
",А больше вот собирали обычно травы…
"Näidä heinäkukkie.
",Эти травы.
"Hormaheinäštä kun luajittih čuajuo, hiän on...
","Из иван-чая делали чай, он…"
"kažvaw robivoloin šijoilla, korgie ves’ma i ualoizet kukkazet hän’eššäh.
","растет на местах костров, довольно высокий такой и алые цветочки у него."
"I kerät’t’ih n’iidä kukkaz’ie i l’ehtyz’ie tože luajittih čuajuo, hawvutettih da kuivattih.
","И собирали эти цветочки и листочки и тоже чай делали, распаривали и сушили."
"En’n’ein hein’ie kaikenmuoz’ie kerät’t’ih, nu...
","Раньше всякие разные травы собирали, ну…"
"kumbazet oldih l’ekarstvennoit.
",которые были лекарственными.
"Ol’i...
",Была трава…
"Hyö kažvetah korgiešti, i häneh ladvazeh šuwr’imazet luad’iečetah.
","Он растет высоким, и на кроне крупинки образуются."
"Ka n’iidä šuwr’imaz’ie kerätäh, kuivatah, kukinnan jäl’geh...
","Так вот эти крупинки собираю, высушивают, после цветения…"
"da...
",да…
"on hiän šual’istun, šilloin.
",он тогда созрел.
"I ka n’iidä šuwr’imaz’ie tože zavar’ittih i juotettih žiivatalla, hiän yl’en awtto, konža žiivatta tädä...
","И вот эти крупинки тоже заваривали и поили скотину, они очень хорошо помогали, когда скотина это…"
"paššandamah rubiew (смеется)...
",начинает жидким испражняться (смеется)…
"Konža il’i notkuaw vačan äijäl’d’i.
",Или когда разжижает живот сильно.
"Hiän on...
",Это…
"mul’čukka.
",подорожник.
"L’ehtyz’ie kerät’t’ih en’n’ein tože, kerät’t’ih händäh...
","Листочки собирали тоже раньше, собирали его…"
"Kellä ka on yl’en narivat šuwret, märgiä luad’iw il’i kuin...
","У кого вот очень большие нарывы, гноиться или как…"
"što žuaruo on äijä.
",что температура высокая.
"Ka žen pannah...
",Так вот его прикладывают…
"N’iidä kerätäh, pannah, hiän ottaw žuaruo i čist’iw ruanazen määräštä.
","Их собирают, прикладывают, они снимают жар и чистят ранку от гноя."
"Hiän i spruavittaw.
",Помогает.
"Bajar’iloida l’ečit’t’ih il’i že kaz’inkarvakši tože šanottih...
",Чирьи лечили или их еще гнойниками называли…
"luwkalla.
",луком.
"Luwkan paissetah da ka šidä šivotah, i hiän pehmittäw i puhkiew že.
","Лук запекают и вот его привязывают, и он размягчает и прорывается он."
"Il’i že s’ih rukah vielä l’ečit’t’ih: näčöt’etäh l’eibiä suaharonkena i ka žen pannah kibien piällä...
",Или их еще так лечили: разжевывают хлеб с сахаром и это вот прикладывают на больное место…
"Rawdaheinä...
",Тысячелистник…
"kažvaw hiän...
",растет он…
"ew korgie, a kukkan’e hiän on ves’ma jo äijä hän’eššä kukas’t’a, i valgiezet hienozet kukkazet hän’eššä.
","невысокий, а цветы его, на нем очень много цветочков, и маленькие белые цветочки не нем."
"Hiän tukkuzellah i kažvaw...
",Он пучочками и растет…
"kun ukropan ka nämä l’ehyöt ollah, ka žen muozet vain.
","как у укропа вот эти листики, вот такие только."
"Ka n’iidä i panemma toko ruanazeh, i hiän pomogiw.
","Вот их и прикладывали обычно к ране, и помогало."
"pois’ viškuamah.
",стал прочь выбрасывать.
"I työn’däw meidä: mängiä lapšet, eččikkiä par’kie, kiskokkua par’kie i tuogua boikomma.
","И отправляет нас: идите дети, найдите ивовое корье, сдерите ивового корья и принесите быстрее."
"Myö i läks’imä, toimma.
","Мы и пошли, принесли."
"I ka žellä par’kella šidoma hän’el’däh kannan i paren’i, parembi i l’ien’i.
","И вот это корье привязали ему на пятку, и поправилась, лучше и стало."
"Kežällä tože ägiellä il’i že konža on vihmakežät, varbahilla keššeštä ves’ma jo i l’ihawduw toko.
","Летом тоже в жару или когда дождливое лето, между пальцами очень уж преет обычно."
"N’in ka myö tože l’eččimä: dorogalda kol’essun jäl’gi konža on kuiva mua, kol’essun jäl’l’ellä ves’ma hienon’e že l’ienöw...
","Ну вот мы тоже лечили: на дороге от следа колеса когда есть сухая земля, на колесном следе она очень меленькая становится…"
"I ka šidä ottima dai pirottima, i tože l’ečči že.
","И вот ее брали и сыпали, и тоже лечила она."
"A šidä ol’i kangahilla kažvo pölyheinän’e, pit’kä hiän on, pit’käzešti kažvaw i hän’eh käbyzet...
","А потом еще был на бору рос плаун, высокий он, высоким вырастает и на нем шишечки…"
"Ših kažvatetah kun käbyzet.
",На нем растут такие как шишечки.
"I ka n’iih käbyz’ih pölyzet obrazuiččiečettih.
",И вот на этих шишечках пыльца образовывалась.
"Ka n’iidä keräimmä i ka i n’e tože yl’en hyviin l’ečit’t’ih l’ihawvunnašta...
",Вот ее собирали и вот она тоже хорошо лечила от опрелостей…
"lapšilla i vanhemmilla midä ka konža šielä l’ihawduw.
","у детей и у взрослых, когда что там опревшее."
"Kärbäzen gribua tože en’n’ein kerät’t’ih l’ekarsvakši.
",Мухоморы тоже раньше на лекарство собирали.
"Kerätäh šl’iäppöidä, šidä mur’jotah da butilkoih pannah i pannah lämbymäzeh hän’en, propkikoijah štobi ei vozduha piäz’iis’ i lämbymäzeh i šeizatetah.
","Собирают шляпки, их разминают и в бутылки кладут и ставят в теплое место их, затыкают пробками, чтобы воздух не попадал, и ставят в теплое место."
"Že mor’iečow i šillä ka i voijetah konža rewmat’izmašta kellä jallat da kiät kivis’s’etäh, šillä ka i l’ečit’t’ih en’n’ein.
","Это морится и этим вот смазывают, когда у кого от ревматизма ноги и руки болят, этим вот и лечили раньше."
"Kolguanua tože kerät’t’ih, tože travan’e...
","Калган тоже собирали, тоже трава…"
"heinän’e ewle hiän korgie, hän’eššäh on keldazet kukkazet.
","она невысокая, на ней желтенькие цветочки."
"A juwreh kažvaw...
",А корень его растет…
"ložien’e juwrut: a ka šidä juwrutta ka tože kerät’t’ih, muašta roidih i šidä ka hän’en kuivatah da murjotah i zavar’itah.
","толстый корень: а вот этот корень вот тоже собирали, из земли выкапывали и затем вот его сушат да разминают и заваривают."
"Hiän yl’en awtto tože kellä vačča kivis’t’i, uwttamah rubei, želutka rubei kivis’tämäh, hiän yl’en pomogi tože.
","Он тоже очень хорошо помогал, если у кого живот болел, слабить начинало, желудок начинал болеть, он очень помогал тоже."
"Lapšilla griiz’ie l’ečit’t’ih tože en’n’ein...
",У детей грыжу лечили тоже раньше…
"pywvetäh bruwvušta šuwren torokkanan muššan, buitto torokkanakši že šanuoči.
","ловят в пруду большого таракана черного, будто тараканом он назывался."
"I ka žen laškietah vačan piällä lapšen.
",И вот его отпускают на живот ребенку.
"Že kävelöw, kävelöw i löwdäw žen mestazen, mis’tä hänel’däh griiz’i purow.
","Он бегает, бегает и находит то место, откуда у ребенка грыжа грызет."
"Ka šiel’dä hiän...
",И там вот он…
"ših piettyw i žen kohan ka i purow, fat’t’iw, i žen jäl’geh lapšella l’ienöy kebiembi i spruavieččow.
","там останавливается и то место вот и кусает, хватает, и после этого ребенку становится легче и выздоравливает."
"Jes’l’i kellä tože korvat kivis’s’et’t’ih il’i šil’mät...
",Если тоже у кого уши болели или глаза…
"šanuočie hiän zolotuha, n’in kal’inan korkua kabl’itah, ka šidä kuivatah i tože ka zavar’it’t’ih da i juotettih.
","называлось это золотухой, так скоблят корку калины, ее сушат и тоже вот заваривали и поили."
"I hiän yl’en äijäl’di pomogi, awtto tämä l’eččie.
","И она очень хорошо помогала, помогала это вылечить."
"En’n’ein šywhymizeštä l’ečit’t’ih tože koissa...
",Раньше от чесотки лечили тоже дома…
"Rikkie šurvotah ves’ma hienozeh, žen muigieh kuor’ieh ševotetah, šillä voijetah i väl’iän toko i paren’i.
","Серу толкут очень меленько, ее в кислую сметану вмешивают, этим мажут и быстро обычно и поправляется."
"Hiän ves’ma awtto kellä počkat bol’noit i s’erca bol’noi, kumban’e ves’ma paizottuači.
","Они очень хорошо помогали у кого почки больные и сердце больное, у кого большие опухоли."
"Šillä i l’ečit’t’ih...
",Этим и лечили…
"Uwtannašta l’epän käbyö kerät’t’ih...
",От поноса ольховые шишки собирали…
"kuivaz’ie, kumbazet ollah kuivazet, kovazet.
","сухие, которые сухие, жесткие."
"Hiän yl’en tože kr’eppi vačan, i spruaviečettih.
","Они тоже хорошо крепили живот, и поправлялись."
"A kruas’ittih en’n’ein...
",А красили раньше…
"Kabl’ittih, kuivattih, i ka žen zavar’itah palavašša veješšä i l’ienöw kruaska z’el’onovatoi, ves’ma šoma kruaska.
","Скоблили, сушили, и вот ее заваривали в горячей воде, и получалась зеленоватая краска, очень красивая краска."
"I en’n’ein ka šillä kruas’ittih langua kuduos’s’a i midä pid’i, šidä kruas’ie, kruaskua ewlun šilloin.
","И раньше вот ею красили нитки, когда ткали и что надо покрасить, краски не было тогда."
"Šidä l’epän korkua tože ka šuadih.
",Затем ольховую кору тоже вот добывали.
"I kuivatah i tože n’iin že zavar’ittih palavašša veješšä, i l’ien’i hiän burdowvoi ves’ma ruškie muššan kruaska.
","И сушат и тоже заваривали в горячей воде, и получалась она бордовая, очень красная темная краска."
"Šidä pedäjän...
",Затем сосны…
"n’et, när’ien käbyö kerät’t’ih, när’ien käbyllä tože.
","нет, еловые шишки собирали, еловыми шишками тоже."
"N’iin že palavašša veješšä händä zavar’ittih, i l’ien’i ves’ma jo burdowvoi, t’omnoburdowvoi kruaska.
","Так же в горячей воде их заваривали, и получалась очень бордовая, темно-бордовая краска."
"I ših tože kruas’ittih, ka täh en’n’ein i kruas’ittih.
","И в ней тоже красили, вот так раньше и красили."
"– Millä pien’dä lašta šyöt’et’t’ih?
",– Чем маленьких детей кормили?
"Millä šyöt’et’t’ih?
",Чем кормили?
"Keit’et’t’ih pudros’t’a muos’t’a, ka maijošta,...
","Варили кашку такую, из молока,…"
"šuwrimua iellä mityt’t’iä..., kod’ilan’e šuwrima, ozran’e, kivilöillä šuwrettu koissa, ozran’e šuwrima.
","крупа прежде какая…, домашняя крупа, ячневая крупа, на жерновах дома перемолотая, ячневая крупа."
"Ka šiis’tä pudruo keit’etäh, da i šyöt’etäh, šuušša näčöt’etäh - näčöt’etäh, luz’ikašta i annetah šuwh lapšella.
","Вот из нее кашу варят да и кормят, во рту разжевывают-разжевывают, с ложки и дают ребенку в рот."
"Potom maiduo butilkazeh pannah, kellä on šarvin’e, n’iin šarvešta joi.
","Затем молоко в бутылочку наливают, у кого есть рожок, так из рожка пил."
"– A mi on šarvi?
",– А что такое šarvi?
"A ka, žiivatan, l’ehmän šarvi (смеется).
","А вот, скотины, коровий рог (смеется)."
"Vot.
",Вот.
"Vet iellä...
",Ведь раньше…
"– A štobi ei it’keis’en?
",– А чтобы не плакал?
"Ana hiän it’köw.
",Пусть плачет.
"– Šuwh čökätäh n’ebos’...
","– Во рту разжевывают, небось…"
"Da, ka tämän, soskan pannah.
","Да, вот эту, соску дают."
"Ol’i...
",Было…
"Vuota.
",Подожди.
"Mie šanon.
",Я расскажу.
"Otetah ripakon, tämän, vuatepalaz’en, domotkannoin vuatepalaz’en, šiel’dä r’ihmazet d’er’itäh, što ol’iis’en harvan’e.
","Берут тряпку, эту, кусочек тряпки, домотканую, из нее нитки выдергивают, чтобы была редкая."
"L’eibiä näčöt’etäh, možot šuolanke, ol’igo peskuo?
","Хлеб разжевывают, может с солью, был ли песок?"
"Näčöt’etäh, täh ripakkozeh pannah, ka lapši i sos’s’iw.
","Разжевывают, в эту тряпочку кладут, вот ребенок и сосет."
"Šiel’dä läbi lähtöy vähäz’iin.
",Оттуда помаленьку идет.
"I it’kemäh ei rubie.
",И плакать не будет.
"– A lapši ol’i toko kät’kyöššä?
",– А ребенок был обычно в люльке?
"Lapši kät’kyöššä, kätyt keššellä latetta, kol’ča muat’ičašša, i kai huiskutettih lašta täššä.
","Ребенок в люльке, люлька посередине потолка, кольцо к матице приделано, вот и качали в ней ребенка."
"Toko ših šuaten huiskutetah, it’köw, hlop!
","Обычно до тех пор качают, пока плачет, хлоп!"
"Kätyt latetta vaššen, langiew, hiina al’i mi olgah katkiew...
","Люлька под потолком, упадет, или веревка какая порвется…"
"– A kol’ča, al’i vibu ol’i?
","– А кольцо, или очеп  был?"
"Kol’ča ol’i kolot’ittu, šidä vibu ol’i, vibu, a šidä täššä kätyt hiinoinke...
","Кольцо было приколочено, затем очеп был, очеп, а потом люлька с веревками была…"
"Ymbär’i kätyöštä ol’i pandu rangin’e, rangin’e katto lapšen, što kärbäzet hot’ ei šyödäis’en...
","Вокруг люльки был приделан полог, полог накрывал ребенка, чтобы мухи хоть не кусали…"
"Post’el’i luajittu ollešta, a post’el’n’ikkan’e ol’i koissakuvottu, koissakuvottu luajittu, šin’n’e nabeidu olgie.
","Постель делали из соломы, постельничек был домотканым, домотканый делали, туда набита солома."
"Ka lapši i magai ka tällä kovalla.
",Вот ребенок и спал вот на таком жестком.
"– A piä kunne pannah?
",– А голову куда кладут?
"Piäh ol’i pikkaran’e poduškan’e, pikkaran’e, šullašta, madalan’e, pikkaran’e poduškan’e...
","В изголовье была маленькая подушечка, маленькая, перьевая, низенькая, маленькая подушечка…"
"Ripakot oldih kaikki kuvottuz’et, ewldu pehmiez’et, kovat, što vielä lapši kužow, n’in ei kaikkie pešty da riputettu, a žen kohtazen pežel’l’et’t’ih, kumbazešta kuz’i.
","Пеленки все были домотканые, не были мягкие, жесткие, что еще ребенок помочится, так не все стирали и вешали, а тот кусочек простирывали, который намочил."
"– Kabaloidihgo?
",– Пеленали?
"Nuoraz’ella kabaloidih, kiäritäh da moneh ripakkoh da kabaloijah, kiät i jallat, a nytten vet ei kabaloija...
","Свивальной тесьмой заматывали, заворачивают в несколько пеленок и пеленают, руки и ноги, а теперь ведь не пеленают…"
"A kabaloidih...
",А пеленали…
"istuočow akka yl’či lawčan, jallat oijendaw, lapšen jalloilla ka täh panow i kabaloiččow (смеется).
","усядется женщина на лавку, ноги выпрямит, ребенка на ноги вот сюда положит и пеленает (смеется)."
"Oo, ol’i spets’ial’no muon’e kabalorihma.
","О, был специально такой свивальник."
"Ka.
",Вот.
"Peštih kiwguašša, kyl’vet’et’t’ih kiwguašša ka.
","Мыли в печи, парили в печи вот."
"N’ikonža t’iälä ei.
",Никогда здесь.
"– Šanokkua, mih toko en’n’ein kizattih?
","– Расскажите, во что обычно раньше играли?"
"– A šano kuin koznah kizatah.
","– А скажи, как в бабки играют."
"A koznah...
",А в бабки…
"Tällä, kozn’az’illa.
","Этими, бабками."
"Žiivatan jalloissa kozn’azet oldih, s’eizatetah kakši i kizatah ka tällä r’adaz’iin, kakšin štukaz’iin s’eizatetаh i kizatah.
","У скотины с ног эти бабки брали, установят две и играют этими рядами, по две штуки ставят и играют."
"Da kuin kizatah?
",Да как играют?
"On šaran’, šarazella toko bringatah kumbazen...
","Есть шарик, шариком обычно бьют по ним…"
"Yks’i langiew, značit kuin ...
","Одна упадет, значит, как…"
"– Brihat kizatah?
",– Парни играют?
"Da, brihat i lapšet kizattih, tyttözet i lapšet i kaikin šubi kizaimma šilloin.
","Да, парни и дети играли, девушки и дети и все буквально мы играли тогда."
"– Nu a lattuh kuin kizatah?
",– Ну а в лапту как играют?
"Lattuh, lattuh tämä...
","В лапту, в лапту это…"
"– Nu šano, kuin?
","– Ну расскажи, как?"
"Labien’e ol’i muon’e, labiezella lattuh...
","Была такая деревянная лопатка, лопаткой [играли] в лапту…"
"– Ožatah?
",– Ловят?
"A miäččy l’endäw, šielä pywvetäh?
","А мяч летит, там ловят?"
"Da.
",Да.
"Miäččy šielä tavotetah.
",Мяч там ловят.
"Ka kuin?
",Вот как?
"– Ožatah?
",– Ловят?
"Da, šielä tavotetah jesl’i, svečka, sveča, al’i kuin ol’i?
","Да, там если поймают, свечка, свеча, или как было?"
"Kaikkeh luaduh.
",По-всякому.
"No šie šano peittopapalkaz’iin.
",Ну ты расскажи про прятки.
"Kuin?
",Как?
"Peittopapalkaz’iin.
",Прятки.
"Graliz’iin?
",В грали?
"Vuota, ei, peittopapalkaz’iin.
","Подожди, нет, в прятки."
"– Tämä kuin?
",– Это как?
"Da, ka kuin?
","Да, вот как?"
"Mie peit’t’iäčen, toin’e eččiw.
","Я прячусь, второй ищет."
"Eččiw, miwn läwdäw značit...
","Ищет, меня находит, значит…"
"Jesl’i mie hänen oboid’in, značit mie viigrala.
","Если я его опережу, значит, я выиграла."
"A jesl’i hiän, milma tuaš voitetah.
","А если он меня, меня опять побеждают."
"– N’iin, a peit’t’iäčetäh mon’i mieštä?
","– Так, а прячутся несколько человек?"
"Kaikki.
",Все.
"Nu jesl’i kizuamma tyttözet šielä kaiken...
",Ну если играем девушки там все…
"Yhen panemma vod’imah, s’il’mät šivomma, ka näin (показывает), s’eizawduw uglah i lugow: nu raz, dva, tr’i.
","Одного назначаем водящим, глаза завязываем, вот так (закрывает глаза ладонями), встает в угол и считает: ну раз, два, три."
"Kaikin jo, vs’o.
",Все уже.
"Lähtöw eččimäh, eččimäh lähtöw, značit, kumbazet ei dogan’i, jesl’i milma, mie hyppiän, gral’i, uglan luoh, vs’o.
","Идет искать, искать идет, значит, кого не догонит, если меня, я бегу, граля, в угол, все."
"Hiän tuaš vod’imah.
",Он опять водить будет.
"Tuaš vod’imah i rubiew.
",Опять водить и будет.
"– A kunne toko peit’t’iäčettä?
",– А куда обычно прячетесь?
"A peit’t’iäčemmä...
",А прячемся…
"Mäne t’iijä...
",Поди знай…
"Uglin taguah (смеется)...
",За угол (смеется)…
"Uglin taguah, pinon taguah, toko...
","За угол, за поленницу, обычно…"
"– A konža ka zavod’itta, kellä vod’ie, n’iin luvetta kuin ollow?
","– А когда вот начинаете, кому водить, так считаетесь как-нибудь?"
"Mi šanotta?
",Что говорите?
"Kuin?
",Как?
"Emmä šano nimidä.
",Ничего не говорим.
"Šanomma.
",Говорим.
"Luvemma ved’ten kellä vod’ie.
",Считаемся ведь кому водить.
"Nu šanomma, kellä vod’ie.
","Ну говорим, кому водить."
"Da.
",Да.
"Ka näin midä: Tanka, dranka...
","Вот так: танка, дранка…"
"Da.
",Да.
"Jäl’gimän’e jiäw ken, šillä vod’ie...
","Кто последним останется, тому и водить…"
"Midä ruavomma, da unahima.
","Что делаем, да забыли мы."
"Šidä kizaimma vielä mie muis’an Gus’i-l’ebed’i domoi, značit, s’erie volki pod goroi, značit...
","Затем мы еще играли, я помню, в гуси-лебеди домой, значит, серые волки под горой, значит…"
"Kaikin i lähemmä hyppiämäh, značit, a volk tavottelow.
","Все разбегаемся, значит, а волк ловит."
"Kenen tavottaw gus’in, značit, i pritasčil tänne značit, vot.
","Кого поймает, гуся, значит, и притащил сюда, значит, вот."
"– Čokkoh kazaittago?
",– В жмурки играли?
"s’ilmät šivoima paikalla toko.
",глаза завязывали платком обычно.
"Šidä šuolua mittaimma, ka, s’eizawvumma gorba gorbah ka näin, ka i noštelemma toin’e toista.
","Затем соль мерили, вот, встанем спина к спине и вот так, вот поднимаем друг друга."
"Da.
",Да.
"Šidä nuorazella skokima, ka näin.
","Потом на веревочке прыгали, вот так."
"Nuorozella skokima.
",На веревочке прыгали.
"Mi tämä on?
",Что это такое?
"Oi da, kl’ikkiz’iin.
","Ой, да, классики."
"I kl’ikimmä, yhen jallan noššamma, yhellä kl’ikimmä ka šinne.
","И скачем, одну ногу подгибаем, на одной скачем вот там."
"A šidä kuin?
",А потом как?
"Jesl’i puwttuw tänne, značit paloit.
","Если попадет сюда, значит, ты сгорел."
"Palo, čertillä puwttu.
","Сгорел, к чертям попал."
"Da, a jesl’i kaikki mie lykiin, puwttuw keššellä tämä ploškan’e, značit vs’o šilloin.
","Да, а если во все я бросила, попал посередине этот черепок, значит, все тогда."
"Vuota, vielä midä?
","Подожди, еще что?"
"Šidä kodaz’ih kizaimma, kodaz’ih...
","Потом в домики играли, в домики…"
"Ka luajimma lawdaz’ista kodaz’en, stuulazet ollah, per’t’iz’en luajimma, keššellä panemma stuulaz’en, lawdaz’en, še stolan’e.
","Вот делаем из досок домик, стульчики есть, избушку делаем, ставим стульчик, доску, это столик."
"Istuočemma krugom tyttöz’et pikkaraz’et.
",Усаживаемся маленькие девочки вокруг.
"Panemma l’eibiä ših, koista midä otamma, kellä midä pudruo...
","Кладем туда хлеб, что из дома возьмем, у кого что, кашу…"
"šyömmä (смеется)...
",едим (смеется)…
"A vielä kuin kizaimma?
",А еще как играли?
"Molodoiz’iin kizaimma (смеется), miehellä ka mužikka, mie nain’e, značit muččo, lapšut kuklan’e luajittu šal’asta il’i paikašta (смеется), aga...
","В молодых играли (смеется), замуж выходили вот, муж, я жена, значит, кукла, ребеночек куколка, сделанная из шали или платка (смеется), ага…"
"Iellä vet’ ewlun kuklua, mis’tä?
","Раньше ведь кукол не было, откуда?"
"Šal’ašta muis’an šivomma, paikan, kosinkan tällä, kuklalla, lapši yššäššä.
","Помню из шали крутили, платок, косынку сюда, кукле, ребенок на руках."
"Tože n’iinže ruamma, lähemmä...
","Тоже также работаем, пойдем…"
"To mid’olgah muada kaivamma, značit ruamma, obrabativajem z’eml’u šielä tože.
","То землю капаем, значит, работаем, обрабатываем землю там тоже."
"Kaččoz’ima kaikki.
",Ухаживали бы за всем.
"Šidä vielä midä ruadoma?
",Затем еще что делали?
"Mie äijän muissan.
",Я много помню.
"Šidä midä?
",Затем что?
"Meilä oldih zagorduašša trubat.
",У нас за огородом были трубы.
"Ka myö tuašša trubašša toko kizaimma, peit’t’il’iečimä.
","Вот мы в той трубе обычно играли, прятались."
"Omat garmon’it puuhiz’et luajitah, muččoz’et träpiččäz’is’tä, da ka aivin näidä i luajimma vain.
","Свои гармошки деревянные делают, куклы из тряпочек, да, вот постоянно и делаем их только."
"Šidä tor’elkan al’i padazen murennetah, ka nämä ploškazet oldih meilä.
","Затем, тарелку или горшок разобьют, и вот эти черепки у нас были."
"Ploškaz’illa kizaimma näillä.
",Черепками играли этими.
"Šidä ka kanfiettua oššettih, miula ol’i čuajušta bankan’e lud’in’e, ka rawdan’e, kakši bankas’t’a ol’i bumuagaz’ie.
","Потом вот, конфеты покупали, у меня была баночка из под чая луженая, железная, две баночки были фантиков."
"Vows’o int’er’esno ol’i, kačon bumuagazet jogo kerdua.
","Очень интересно было, смотрела фантики каждый раз."
"mie vows’o hran’iin, mie näidä kuin vieššua mityttä, i lad’juan šinne.
","я очень хранила, я их как вещь какую-нибудь, и складываю туда."
"Kačoin, kačoin bumuagazet.
","Смотрела, смотрела фантики."
"Aga, a iellä oldih vows’o šomazet bumuagazet ka kanfietoista, ka Piit’er’ista...
","Ага, а раньше были очень красивые фантики вот от конфет, вот из Питера…"
"Ka miula ol’i t’otka, el’i Piit’er’issä, n’iin ka šiel’dä toko tulow, ka šokoladnoida kanfiettua tuow i bumuagaz’ie.
","Вот у меня была тетка, жила в Питере, так вот оттуда только приедет, вот шоколадных конфет привезет и фантиков."
"Mie bumuagiz’ie nyt kačon i hran’in.
",Я фантики и сейчас смотрю и храню.
"St’oklaz’ie, näidä, ploškaz’ie tor’elkoista toko, kivyz’ie pikkaraz’ie hran’iima, i end’izet myö ol’ima vows’o int’er’esnoit, kaikki šubi ka näidä hran’iima...
","Стеклышки, эти, черепки от тарелок обычно, камешки маленькие мы хранили, и прежние мы были очень интересные, все буквально вот это хранили…"
"Kaikki šubi ka šober’iima, kivyz’ie, ploškaz’ie, bumuagaz’ie i kaikki šubi hran’iima viikkoloin, a šidä kuin kažvoma...
","Все буквально собирали, камешки, черепки, фантики и все буквально хранили долго, а потом, когда выросли…"
"Mistä?
",Откуда?
"Myö toko tädä, ruamma, kodaz’issa kizuamma, kizuamma, värčizet otamma, lähemmä šillalla Kor’n’uagovalla jauhomah, mel’l’ičällä (смеется), midä šielä, pölyö kolahamma, da pölyö kannamma värčilöillä, värčiz’illä mel’l’ičäl’dä aššumma (смеется).
","Мы только это, работаем, в домиках играем, играем, мешки возьмем, идем на мост в Корнягове молоть, на мельницу (смеется), что там, пыль колотим, да пыль несем в мешках, с мешками с мельницы шагаем (смеется)."
"Ka oldih bobot.
",Вот какие были игрушки.
"A muwda midä?
",А другие откуда?
"Muwda ewlun.
",Других не было.
"Kizuamma, kizuamma, torewvumma, torewvumma itkömäh.
","Играем, играем, раздеремся, раздеремся и плакать."
"Šiidä tuašen mir’iečemmä.
",Потом опять помиримся.
"N’än’kie ewlun.
",Нянек не было.
"A vanhemmat kačottih nuorembua.
",А старшие смотрели за младшими.
"Lapšie kačottih, jesl’i el’i kellä ka vanha akka, ei n’in tyttön’e pikkaran’e kaččow lašta i vs’o.
","За детьми смотрели, если жила вот у кого старая бабушка, нет так девочка маленькая смотрит за ребенком и все."
"Mie ka napr’imer, meilä ol’i baba elošša, vielä i t’otka Son’a ol’i.
","Я вот, например, у нас бабушка жива была, еще тетка Соня была."
"N’iin myö hänenke kuinto.
",Так мы с ней как-то.
"A šidä meilä Ostap pien’i ol’i kuin, tyttön’e pikkaran’e, kuinto jät’et’t’ih miwla.
","А потом у нас Евстафия маленькая была когда, девочка маленькая, как-то оставили меня."
"Iellä oldih lawčat, lawčalla pan’iin, a kento ajaw, lapši vier’i i kiän svihn’i midä ollow, katkai kiän.
","Раньше были лавки, на лавку положила, а кто-то едет, ребенок упал и руку свихнул что-то, сломала руку."
"Vier’i laučalda da i vs’o.
",Скатилась с лавки и все.
"Muissan, mama tuli ruavolda, myö kaikki it’emmä, vows’o žual’i, hiän ravizow, it’köw.
","Помню, мама пришла с работы, мы все плачем, очень жалко, она кричит, плачет."
"Šidä ka ol’i Paro-buabo meilä muon’e, end’in’e akkan’e, hiän otti da muilalla ka näin, oijendi kiän hän’el’dä i n’ičevo jär’eštäh n’iin i rubei.
","Затем вот была баба Прасковья такая, старая бабушка, она взяла и мылом вот так, выпрямила ее руку и ничего, как прежде и стала."
"Iellä ewlun n’än’koida, mityš n’än’ka iellä?
","Раньше не было нянек, какая нянька раньше?"
"Da näin ka iče šyöw šyömiz’et, pudrot al’i mi šielä.
","Да так вот сам ест пищу, каши или что там."
"L’eibiä näčöttäw šuolanke da andaw: na, šyö!
","Хлеб разжует с солью и дает: на, ешь!"
"- Mie naduumaičiin naija.
",- Я решил жениться.
"Löyz’in omašta kyläštä.
",Нашел из своей деревни (невесту).
"Tuattuo i muamuo n’eiččyöllä koissa evle, soglas’jua ei kellä andua.
","Отца и матери у девушки дома нет, согласия некому и дать."
"Vel’l’i tul’i šinne, dogovor’ieči tuatonke, muamonke n’eiččyön.
","Брат приехал туда, договорился с отцом, с матерью девушки."
"Nu, zavod’ima svuad’bua.
","Ну, начали свадьбу (играть)."
"šulkuzen paikan, polot’encan hyvän.
","шелковый платок, полотенце хорошее."
"Neskol’ko päiviä proid’i, zavod’ima svuad’bua.
","Несколько дней прошло, начали свадьбу (играть)."
"Val’l’aššima heboz’ie, kolme tuarua…
","Запрягли коней, три повозки..."
"Toispiänä stoluimah.
",На следующий день застолье.
"Istuočima stolan taguakši.
",Сели за стол.
"Ka ruvettih viržilöidä laulamah.
",Вот отводили песни петь.
"Vielä midäi?
",Еще сто?
"N’in ka el’iin jäl’geh tämän naizenke, jäl’geh voinua.
",Так вот жил с этой женой после войны.
"Jo kymmenen vuotta kun naista elošša evle.
",Уже десять лет жены нет в живых.
"Jäin yks’iin, lapšet šuuret, eräš elošša.
","Остался один, дети большие, один жив."
"Yks’i voinalla pogibn’i, ol’i nainnun, šuurenke per’ehenke.
","Один на войне погиб, был женат, с большой семьей."
"Vos’emdes’at’ tr’i goda s’izär’ellä.
",Восемьдесят три года сестре.
"Kaikki.
",Все.
"Vot, a potom ka el’imä, razdel’iečima.
","Вот, а потом вот жили, разделились."
