original,translation
Qälitɨt mɔːttɨ imatɨt ılla qənnɔːtɨt. ,В чум ненцев женщины вниз поехали.
Nɨmtɨ mɔːtqɨt šolʼqumɨlʼ šitɨ ijaqıp qəːčʼimpɔːtɨt. ,Там в чуме двух селькупских детей оставили [ненцы].
"Namɨn ijaqı, ɔːtap tɔːqqolʼä konnä qənnɔːtɨt. ",Они двух детей и оленей собрали и поехали вверх [в лес].
Ijaiːtɨ täpa čʼeːlʼ moqonä tüŋɔːtät. ,Сыновья в этот день домой приехали.
Əsɨ iramtɨ qəntalʼa tüŋɔːtät ijaiːtɨ. ,"Старика-отца [догоняя?], приехали сыновья."
Täpɨt nılʼčʼik tɛnirpɔːtät: Mat äsamɨt qətpɔːtɨt. ,"Они думали: ""Нашего отца убили."""
Iːjantɨ kanap poːqot sɔːrɨmpɔːtɨn. ,Собаку сына на улице привязали.
Ɔːtan ätɨmaptaqɨt täpɨt kanan topɨp čʼıqɨlʼnɔːtɨn. ,"Поджидая оленей, они [сыновья] наступили на ногу собаки."
Ira nılʼčʼik kətɨŋɨtɨ: Kanat topɨp qaj čʼıqɨlnɨtɨ? ,"Старик спросил: ""Кто наступил на лапу собаки?"""
Kɨpa ijantɨ ima pona pakta. ,Жена младшего сына выбежала на улицу.
Naqaj ontä iratɨ tüntɨ. ,"Значит, её муж приехал."
Nɨːnɨ ilʼčʼatɨt nılʼčʼik kəttɨmpatɨ: Montɨ onɨt tüsa čʼɔːtɨsɨmɨt. ,"Потом дедушка рассказал: ""Мы сами [дом] сожгли."
Qälʼij təttan ɔːtap nʼenna tɔːqɨŋɨtɨ. ,"В ненецкую землю оленей вперёд перегнали""."
Na qäl ira ija nılʼčʼik kəttɨŋɨtɨ: Mat tap moraqɨt särɨ qorqɨt qəttat. ,"Сын старика ненца говорит: ""Я в этом море белых медведей убью."""
Qal ira nılʼčʼik kəttɨŋɨt: Na aša qumɨt qəssa suːrup. ,"Старик-ненец говорит: ""Не человек [этого] зверя убивал."
Tat kutar qənnantɨ morat tɔː. ,Как ты переедешь через море?
Qapija poːkɨtɨlʼ tətaqɨt ilʼitɨ qälʼi ira. ,"Ненец живёт в безлесной земле."""
Täpɨt qännɔːtɨt. ,Они поехали.
"Nɨnɨ sərɨ qorqɨp ((…)), na särɨ qorqɨ mompa märqɨ ɛːŋa. ","Потом белого медведя (…), этот белый медведь был большой."
Nɨːnɨ təpɨt qəlla nɔːnnɨntɨ kɨmɨt sitɨ korɔːtɨt. ,"Потом они, убив его, распороли брюхо [внутренности]."
Aj moqalmɨntɨ sitɨ korɔːt. ,И спину распороли на части.
Nɨːnɨ na šitɨ tɨmnʼat ınna qaqlaqɨntɨ tɛltɔːtɨn. ,Потом двое братьев загрузили [мясо] на нарты.
Na timnʼäsɨt moqonä laqaltɔːtɨt. ,Эти братья поехали домой.
Tına čʼontaqɨlʼ sərɨ qorqɨ qätpilʼ timnʼatɨt čʼontaqɨt moqɨnɨ iːppa. ,"Тот их средний брат, убивший белого медведя, [однажды] взял [часть мяса] домой."
"Nɨːnɨ na qup ürukkumpa, ompa čʼupsa montaqɨt ɛːppa. ","Потом этот человек потерялся, [когда] снаружи должен был [снег] таять."
Pusqatɔːlpa. ,Метель поднялась.
Təp na morat qanäqqɨt nɨːntɨ na ippɨmmɨntɨ. ,Потом он на берегу моря лежал.
Nɔːtɨ säːt orɨmkɨlɨmpa. ,Потом он совсем обессилел.
"Nɔːt čʼumpa soqɨtɨ, peːmɨtɨ. ","Потом растаял его сокуй, бокари."
Ola sičʼi. ,Он только [тогда] очнулся.
Na nɔːkɨr quptɨtɨ nɨːnɨ pakta. ,Три быка-оленя тогда побежали.
"Təp ontɨ nɨmtɨ ippɨmpa, ɔːmäj qontɨkkä. ","Он сам там лежал, остальное [время] спал."
Nɨːnɨ taŋɨmpa namɨšak apsɨtqa. ,Потом ему так есть захотелось.
Namɨšalʼ ulqantɨ laka qalɨntɨ ɨlqɨt qalʼimmɨntɨ. ,Такой большой кусок льда остался под нартами.
Mora muntɨk čʼumpa. ,Море всё растаяло.
"Təp ınna sʼäp antalumpa, nılʼčʼik kuka. ","Он попытался подняться, так сильно качался."
Kekkɨsa muːt tınolʼa atalimmɨntɔːtɨt. ,Тучи [из-за горизонта?] показались.
Nɨːnä aj ılla qonta. ,Потом он заснул.
Sajitɨ namɨšak awsɨtqa qumpa. ,Он до смерти есть хотел [глазами еду ищет].
Ukkur čʼontaqɨt nılʼčʼik ɛːsa. ,Однажды так было.
Tep namɨsʼak apsɨtqa qumpa. ,Он до смерти есть хотел.
"Nɨːnɨ nılʼčʼik sʼäp qäŋŋa: qaqlʼap tətɨn mənatɨ, tulispa. ","Потом он с трудом так тронулся [с места]: нарты на земле согнул, сдвинулся."
Nɨːnɨ qaqlɨntɨ moqalit iːmɨt soqolʼä kunna tanta. ,Потом по спинке нарт ползком выбрался на берег.
Nɨːnɨ konna qanɨqtɨ alʼčʼe. ,Потом наверх на берег попал.
Nɨːnɨ nɨmtɨ ippa. ,Потом там лежал.
Aj qos qaj nılʼčʼik kətɨŋɨtɨ: Qup təmasä kurɨla qupna. ,"Опять кто-то что-то такое сказал: ""Человек с мышью вниз спускается""."
Konnat nʼärqɨlʼ markɨt toːpɨntɨ soqɨlʼa konna tanta. ,На берегу по краю островка с тальником он ползком наверх выбрался.
Nɨːna konna soqqolʼa tanta. ,Потом на берег ползком выбрался.
Mat qotä ınna nɨlaıːsäŋ ɛna. ,"""Я бы на спину вверх встал""."
Konna soqqolʼa tanta. ,Он ползком на берег выбрался.
Ortɨ meːltɨ čʼäːŋka. ,Сил всё нет.
Aj qos qaj nılʼčʼik soqalʼlʼitɨ: Qup aša nılʼčʼik kuka kurolʼa. ,"Опять кто-то так спросил: ""Человек, когда идёт, не так качается. [?]"""
Na morat qanɨqqät pirqə təttɨ. ,Рядом с этим морем высокая земля.
İnna sɨqolʼna. ,Вверх пополз.
Konnat nılʼčʼik qoŋɨtɨ: kotɨlʼ mɔːt ɔːmnɨntɨ. ,Наверху он видит: [зимний?] чум из кож стоит.
Nɨːnɨ aj ılla olʼčʼeja. ,Потом он опять упал.
Kutar nɨčʼa tuličʼčʼantɨk? ,"""Как я туда дойду?"""
Nɨːnɨ mɔːttɨ šerna. ,Потом он в чум зашёл.
Ira ukkur nälʼatɨ. ,У [ненца]-старика [была] одна дочь.
Täp na iran mɨqɨt šitɨ toːt ɔːtat. ,"У него, у этого старика, двести оленей [было]."
"Mat ukkur toːt ɔːtamɨ suːrup muntɨk amnɨtɨ,– ira nılʼčʼik kətɨŋɨt. ","""У меня сто оленей зверь съел"", — сказал старик."
Tat pona tantɨlʼä mat ɔːtamɨ ɔːtätɨ. ,"""Ты на улицу выйди и моих оленей покарауль."""
Nɨmtɨ na ippɨmmɨntɨ. ,Там он лежал.
Na täpɨt tülʼä puːla suːrup na qənmɨntɨ. ,После его прихода зверь ушёл.
Nɨː ukoːt äsäsɨqäːqi ɔːtantij ɔːtɨlä poːqot ilimpɔːqij. ,Там раньше отец с матерью караулили оленей и жили на улице.
Nɨːnɨ na qumup awstɨmpɨlʼä nɨmtɨ na illemmɨntɨ. ,Потом этого человека накормили и он там стал жить.
Nɨːnä na ire aj nılʼčʼik kətɨŋɨtɨ: Aj qəlasik ɔːtamtɨ ɔːtɨlʼä. ,"Потом этот старик снова сказал: ""Опять иди покарауль оленей."
Ɔːtatɨ qapije mačʼantɨ asʼa qənta. ,"Олени, может, в лес не уйдут."
"Nɨːnä täp pona tanta, seːpɨlʼalʼ mɨntɨ qəlla aj ılla olʼčʼi. ","Потом он на улицу вышел, немного пройдя, опять упал."
Nɨːnɨ təp ukur čʼontoːqɨt nılʼčʼik šitɨje. ,Потом он когда-то проснулся.
Qaj qəntɨtɨ? ,Кто привёл [оленей]?
Nɨːnɨ moqona tüŋa. ,Потом он домой пришёл.
Mɔːttɨ qäli ira qonta. ,В чуме старик-ненец спит.
Nɨːnɨ təpɨtɨt ɔːta meːltɨ etimontoːqɨt qontɔːtɨt. ,Потом их олени всегда во дворе спали.
Təp na tüpilʼ porqɨlʼ peːmɨtɨsa ila. ,"Он жил в той одежде и обуви, в которой пришёл."
Nɨːnɨ nɔːkɨrɨmtälʼi pit nılʼčʼik ɛsa. ,Потом на третью ночь так было.
Qäli ira ɔːtatɨ šöttɨ asʼa qənta. ,Олени ненца-старика в лес не уйдут.
Mɔːtɨt qanaqqɨt nɨmtɨ qəntɔːtɨt. ,Они около чума ходят.
Täp tüla aj ılla qontaje. ,Он пришёл и снова лёг спать.
Somak ılla na qəŋtɨ. ,Хорошо пошёл вниз.
"Ukkɨr ijatɨ ɛppɨmmɨnta, neːkɨtɨlʼ pɛlɨkɨtɨlʼ. ","Один сын у него был, без никого, без друга."
"Na tɛntɨlʼ, aše čʼaptä. ","Это быль, не сказка."
Poːkɨtɨlʼ tətɨt toːčʼiqɨt iːlɨmpa tintena qüːtälpa. ,"Там, где деревьев совсем нет, жил тот, который заболел."
Nɨnɨ əsɨtɨ qüːtäla na ijalʼa. ,Потом отец заболел у этого парня.
"Na ija qapıja nɨmtɨ ila, əsɨntɨsä əmɨntɨsä. ","Этот парень вроде там живет с отцом, с матерью."
Qäːlʼ irä puːčʼčʼɛnta. ,Старик-ненец переправится [на эту сторону].
Tɨntäna ira ıllä quŋa. ,Тот старик [селькуп] умер.
Tintena qäːlʼ ira kučʼčʼä qattɛnta. ,Тот старик-ненец куда денется.
Toː timnʼäntɨnɨ puːŋa. ,Туда к брату переехал.
"“İrra qunta, ıllä meːŋɔːtɨt”. ","«Старик умер, схороните»."
İralʼ mɨqä ijatɨt nejkɔːlɨ pɛlɨkɔːlɨ qala. ,"Сын их один-одинёшенек (/без никого, без друга) остался."
Kučʼčʼä qattɛnta. ,Куда он денется.
Na qäːlʼi ira šittalʼ tɔː puːtɨmpatɨ. ,Этот старик-ненец второй раз на ту сторону переправил [этого парня].
Puːtɨŋɨtɨ ɔːtätɨ aj čʼäːŋka. ,"Он [его] перевёз, оленей-то у него нет."
Ɔːtäkɔːlɨk topɨsä ilɨmpɔːtɨt. ,"Без оленей жили, пешком [ходили]."
Nɨmtɨ ilɨmpɔːtɨt. ,Там жили.
"İlɨmpɔːtɨt, tɔː puːlʼä, qälʼɨ-irat mɔːttɨ. ","Они жили, на ту сторону если переехать, в чуме старика-ненца."
Qälʼɨ irra ijatɨ čʼäŋɨmpa. ,У старика-ненца сына не было.
İjakɔːtɨlʼ imatɨ. ,Бездетная жена у него.
Toːna čʼontolʼ timnʼatɨ ukkɨr nälʼätɨ pɛlɨkɨtɨlʼ. ,У того среднего брата одна дочь единственная.
Kuššalʼ tamtɨrtɨ ɔːtäp muntɨk taqqɨšpatɨ. ,"Сколько у его рода оленей [было], всех отбирал."
Nılʼčʼik tüːŋa. ,Так пришёл.
Na tɨmnʼasɨka ilɔːtɨt na iralʼ tɨmnʼäsɨka šittɨ. ,"Вот братья жили, этого старика двое братьев."
Tɛːttɨ toːt ɔːtäqitɨ. ,У них четыреста оленей.
Na iran ɔːtäp iqɨntoːqo tünta. ,У этого старика (/стариков) оленей отбирать пришёл.
Qumintɨsä tüːnta. ,С людьми пришёл.
"Paːn iːra, nımtɨ aj najta. ","Старик Пан, имя тоже вот оно."
Nɨnɨ tüːlä šäqqɔːtɨt na täpɨtɨt mɔːtqɨt. ,"Потом приехав, ночевали [Пан и его люди] вот в их чумах."
Na ija aš tɛnɨmɔːtɨt. ,Этого парня не знают.
“İːja kuttar taːpɨnɨk alʼčʼimpa? ,«Парень как к нему попал?
Täp qaj muːtɨronak ila”. ,Он мудрецом что ли живет».
Qup kuttar tɛnimɛntätɨ alʼpet ilʼäntɨlʼ qup. ,"Человек как будет знать, в другом месте живущий человек [об этом парне]."
Šäqqɔːtɨt. ,Они ночевали.
Qapija ɔːtäp tɔːqqɨqontoːqo. ,"Ну, чтобы оленей прогнать."
Kun mɔːntɨlʼ mɔːttɨ šentɨ kun mɔːntɨlʼ qajtɨ mun taqqalʼtɛntɨt. ,"Сколько домов новых [?], сколько чего есть, всё соберет."
Ukoːn nɔːta taqqɨlʼkolʼčʼimpat. ,Раньше он тоже собирал.
Qälʼitɨt ɔːtap taqqɨllä iːmpatɨ. ,"У ненцев оленей, собирая, отбирал."
Nɨnɨ šittälʼ mɨŋa moqɨnä qənnɔːqij na qälɨkqıː. ,Потом обратно уехали эти ненцы [Пан и его люди].
Tɛː mumpa kučʼčʼä ɨkɨ qənnɨlɨt. ,"Вы, мол, никуда не уходите."
Na iːja nılʼ kətɨtɨt ilʼčʼantɨnɨk. ,Этот парень так сказал дедушке.
"Mɨta nʼannät tɨmtɨ tɛːttɨ toːt ɔːtat nɨŋqɨkušalʼ nʼarop ɛːnta, načʼčʼä üːtälʼɨmɨt. ","Мол, вверх по течению есть тундра, где четыреста оленей стояло, туда их загоним."
Qäːlʼit tüːntɔːtɨt ɔːtäp tɔːqqɨqolamnɛntɔːtɨt. ,"Ненцы [ведь] придут, оленей угонять начнут."
Ɔːtan upkɨt kəlʼčʼomɨntɨ kuntɨ kärɨpɨlʼ kutar meːtɔːmɨt. ,"На оленьем пастбище перезимовав, что мы [иначе] будем делать."
Na iːja nık kəttɨŋɨt. ,Этот парень так сказал.
Nɨnɨ nık kəttɨŋɨtɨ. ,Потом так сказал.
"Mäkkä mɨta šentɨ mɔːllʼet ɛːŋa, ilʼčʼa, mäkkä mitɨ. ","Мне, мол,… новый чум у вас есть, дедушка, мне отдай."
A toːna tınte timnʼäntɨ nälʼa ilʼčʼatɨ natɨp kuralʼtɨmpatɨ. ,"А тот(?), того брата дочь, дедушка её(?) отправляет."
Na iːjanɨk… ,Этому парню…
Nʼännät tɨmtɨ maːčʼelʼ tiːčʼi ɛːŋa. ,Вверх по течению здесь есть перешеек с лесом.
Nɨmtɨ mɔːtɨŋnɛntak. ,Там чум поставлю.
Šentɨ mɔːt tatɨŋɨt mɨta. ,"Мол, новый чум принесите мне."
Qapıje nɨ nɔːrtälʼilʼ čʼeːlɨ tüːntɔːtɨt Pan iralʼmɨt təpɨtɨtkiːne na qälɨ-irat ɔːtap taqqalʼqo. ,"Вроде вот на третий день придут Пана-старика [люди] к этим, у этого ненца старика оленей отбирать."
Timnʼäsɨqät ɔːtäp nɨnɨ šittelʼ üːtältɔːtɨt. ,Оленей братьев тогда в разные стороны распускали.
Na mačʼit tičʼit nʼännälʼ pɛlʼäqqɨt nɨna mɔːtɨŋtɔːtɨt na imantɨsä. ,На переднем краю этого лесного перешейка потом чум поставили с этой женщиной.
Qapıje təttalʼ qälɨk qaj mɔːttɨ čʼaːŋka šentɨ mɔːttɨ qopɨlʼ mɔːttɨ. ,"Конечно, у богатого ненца что, чума не будет [разве], новый чум, с [новой] шкурой чум."
Təptɨlʼ qarɨt nıŋ ɛsa. ,На следующее утро так стало.
Qaj mɨta mɔːtɨnpɔːtɨt qaj qaːtɔːtɨt. ,"Что, мол, чум ли сделали или куда делись. [?]"
Nʼännä laqaltelʼčʼa. ,Вверх по реке двинулся.
İja nʼanna qənnɛːja. ,Парень вверх по реке уехал.
İːmatɨ ontɨ qala. ,Жена его одна осталась.
"Na omta, na omta. ","Вот сидит, сидит."
"Na iːja lʼamɨk kəːŋa, nʼännät ukkɨr tot čʼontoːqɨt qup najap tatɨntɔːtɨt. ",Этот парень понемногу почувствовал: выше по течению [однажды] люди приехали.
Takkɨnɨ Pan iralʼmɨt tatɨntɔːtɨt. ,Снизу по течению Пана-старика [люди] приехали.
Köt qumtɨ qapıja ɔːtäp tɔːqqɨsɔːtɨlʼ. ,"Десять человек у него вроде, которые оленей загонять должны."
Pan ira naššak qəːtɨsä ɛːŋa. ,Пан-старик такой с шаманской мудростью(?).
İmatä üŋkɨltimpatɨ. ,Жена его услышала.
Montɨ čʼap tüːlʼčʼa Pan iralʼmɨt qaj montɨ tüŋɔːtɨt. ,"Видно, только он приехал, Пана-старика люди приехали, что ли."
"Qaqlʼilʼ mɨtɨ nɨk tottälnɔːtɨt, poːqɨt eːtɨmantoːqɨt. ","Нарты со всеми вещами так поставили, снаружи, на улице."
Mɔːtan ɔːt nɨŋkɨlʼa mɔːtan ɔːt kʼeː topɨmtɨ tupalkɨtɨ. ,"У двери стоя, у двери ноги отряхивает."
Peːmɨmtɨ na tupalnɨt. ,Бокари свои отряхивает.
Ɔːklɨ miːt olʼlʼa qolʼtɨt qəqɨt oːlʼa. ,Рот твой как будто прорубь речки.
Taːlʼ na nʼänna paqtɨmpa na kupaksä täqalemmɨntɨtɨ. ,"Потом (/на другой день) вперед прыгнул, кулаком провёл(?)."
Ɔːmmɨtɨ qumpa Pan ira ilʼilä qalɨmpa. ,"Некоторые умерли, Пан-старик живой остался."
Šittäqij ilɨlä qaːlɨmmɨnta. ,Двое [ещё] в живых остались.
Ponä qəlläitɨ. ,На улицу [их] побросал.
Muntɨk porqäntɨ šunʼnʼontɨ (pümmɨntɨ šʼu) nʼölʼqɨmɔːtpotät. ,Все в одежду (/в штаны) наложили.
Na qupɨlʼmɨt nɨnɨ šitälʼ ponä kälʼlʼeitɨ. ,Этих мёртвых потом он наружу побросал.
Eːtɨmannoːntɨ tintena qaqlɨ tüːr tolʼčʼitɨ na sɔːrälɨmpa. ,"На улицу, [где?] те санки, палки, лыжи привязанные."
Pan irap aj ponä itɨmpat (čʼatɨmpat). ,Пана-старика тоже на улицу взял (/бросил).
Qapija muntɨk pona iːtɨmpat. ,"Ну, всех на улицу взял."
Illa omta malʼčʼalʼ tɔːqtɨ toː iːlʼä. ,"Сел, малицу сняв."
Amɨrlʼä ıllä ommɨnta šäqqa. ,"Сел поесть, переночевал."
Na qumiːtɨ poːqɨt na ippälɨmpɔːtɨt. ,Эти [его] люди на улице лежат.
Kuttar sarälɨmpa. ,Как привязаны.
Nılʼčʼik šäqqa. ,Так переночевал.
Tɔːptɨlʼ qarɨt ɨnnä wäša. ,На следующее утро встал.
Pan ira nılʼčʼik tap wäntɨlʼ tɔːktɨ tɔːtɨk taŋkıːčʼimpa kekkɨsä sailʼatɨ qətɨmpa. ,"Пан-старик, у него так лицо всё распухло, еле глазки видно."
Toːna qälɨkqıtɨ ešo somalʼoqı ɛppɨmpa. ,Те двое ненцев ещё получше были.
Moqonä qəntat talʼtälʼlʼä untɨt qaqlɨntɨsä. ,"Домой [пусть, мол] отправят (?) [Пана-старика?] на своих нартах."
Nɨnɨ tintena saralpɨtɨlʼ qaqlɨmtɨt nɨnɨ moqonä qəːčʼelʼlʼä na qumiːmtɨt qupɨlʼ qumiːmtɨ nık qəntɨŋɨt. ,"Потом те привязанные их нарты домой, зацепив [на буксир за свои нарты] этих людей их, мёртвых людей так увёз."
Takkɨ moqonä Pan iramtɨ aj kočʼilʼä qəntɨtɨ. ,Вниз домой Пана-старика тоже зацепив так увез.
Qaj kɨka qəjitɨ qəntɨt. ,"Что, еле дышавшего увез."
Qənnatɨt tına. ,Уехали (?).
"“Mɔːlle toː tılätɨ, me nʼänna qəlʼlʼä qumɨtɨtkiːne”. ","«Чум сними, мы вверх поедем к людям»."
"Aš tɛnimɨmpatɨ, ilʼčʼantɨlʼ mɨt qos qaj. ","Не знал ни про дедушку, ничего."
Nʼenna qənna tintena. ,Вверх уехал тот.
Onta aša koŋɨmpa. ,Сам не разговаривает.
Toːna imatɨ na kətälmɨntɨtɨ. ,Та жена его порассказала.
Əsɨntɨlʼ ilʼčʼantɨlʼ mɨqätkiːne. ,Отцу своему и дедушке [им двоим рассказала].
İralʼ mɨt moqonä qəssɔːtɨt. ,Старики домой уехали.
Täpɨt ilʼčʼantɨ mɔːttɨ šernɔːqı. ,Они к дедушке в чум зашли.
Qaqlɨlʼ tɔːktɨ kurɨlʼä nılʼčʼik tottɔːtɨt. ,Нарты и всё прочее [веревкой] запутав так поставили.
"Toːna qənmɨntɔːtɨt, moqɨnä na qənmɨntɔːtɨt. ","Уехали, домой уехали."
Pan irä takkɨt kekkɨsa mɔːtqɨntɨ tulʼišpa ıllä qumpa. ,"Пан-старик в низовье реки еле домой доехал, умер."
Toːna šittɨ qumoːqı ilɨmpɔːqı. ,Те два человека жили.
Kɨpɨ ijatɨ našak qüːtɨ orqulpatɨ. ,Младшего сына так [сильно] болезнь прихватила.
A warqɨ šitɨ ijaqıtɨ. ,А старших – два сына.
Illä quŋa. ,[И] умирает.
Nɔːkɨr ijatɨ qala. ,Три сына остаются.
Qoškɔːlɨk ila. ,Плохо живет.
"Na ɔːmtɨlʼ qoːt nälʼa ınnä mɔːttɨ pɔːrɨnɨ ɨːtɨmpatɨ mɨkantɨ säŋkɨlʼ, pirnatɨ, isɛčʼaralʼ krestatə. ","Вот царская дочь повесила вверх на крышу дома игольницу, старинный крест."
Aj muntɨ (/munɨtɨ) kəːsɨ nɔːkɨr mɨt kuntɨ iːtɨpatɨ ɨnnät ɔːmtɨlʼ qok mɔːttɨ pɔːräntɨ. ,"И [говорят], будто она три кольца вверх на крышу царского дома долго вешала."
"Ukkɨr nalʼatɨ ɔːmtɨlʼ qoːn, kutə mišaltɛntetɨ, na qumɨnɨk qənta. ","Одна дочь у царя, кто возьмёт [кольца], за этого человека она [замуж] выйдет."
Mutɨrona iːtɨŋɨtɨ takoj. ,Такой храбрый [человек] возьмёт.
"Nɨnɨ irra ıllä quŋa, ijaiːtɨ konna meːŋɨtɨ. ","Потом старик умирает, сыновей на берег зовёт(?)."
"Mašık ılʼlʼa meːtɨntɨlʼit, taqtɨlɨt. ","Меня похороните, закопаете."
"Mašıp meːpelʼ qɨllɨt qanɨntɨ qontɨlʼä, šäqɨlʼä sä. ","Меня похоронив, пойдёте ко мне, будете спать, ночевать."
"Tɔːptɨlʼ pit mɨta naj ɛːnta čʼontolʼ timnʼalʼa, sä qontɨŋijä. ","Следующей ночью будет средний брат, пусть он спит""."
Ijeiːmtä nık soqɨnʼnʼitɨ. ,Сыновей так просит.
Ompä quntɨptäːqɨntɨ poːsɨ kɨpa iːjamtɨ nık soqɨnʼnʼita: Tat poːsɨ qalčʼuk sä qontɨlʼäl. ,"Вскоре, умирая, самого младшего сына просит: ""Ты больше всех(?) будешь спать."""
[KuAI:] Лентяю всегда праздник. ,[KuAI:] Лентяю всегда праздник.
((…)) Ukkɨr ijatɨ ɛppantɨ ((…)). ,Был один ребёнок.
Na qos ket ((…)) qət kətɨkak namɨp. ,"Это хоть как-то(?), ведь я это всегда рассказываю."
"[KuAI:] Подождите, пусть она подождёт, я попробую, посмотрю, проверю. ","[KuAI:] Подождите, пусть она подождёт, я попробую, посмотрю, проверю."
[NNN:] Tan ılqɨt… šʼolqumɨt näčʼčʼa… ,[NNN:] Под тобой… селькупы туда…
[NNN:] Tam na šintɨ qolʼčʼanta ((…)) tan əːtal utrejqɨjojčʼimpät. ,"[NNN:] Это вот тебя укажет/(тебя увидит), ты разговор приостанавливай."
[NNN:] Tuttaltät. ,[NNN:] Сними [какой-то предмет одежды].
[NNN:] Čʼontɨkak kətätɨ. ,[NNN:] Медленно говори.
Na šʼojqumɨj ira. ,Этот старик – селькуп.
Toːqɨlʼ təp poːkɨtɨlʼ təttɨt ((tošʼa)) qaj. ,(Как будто)? он на безлесой земле (?).
Ilɨmpa tına. ,Жил тот.
"Ijatɨ, ukkɨr ijatɨ pɛläkɨtɨj neːkɨtɨj pɛlätɨ. ","Сын, один сын, без товарища, без никого [в семье], друг/половина(?)."
"Nʼi nälatɨ čʼäŋka, nʼi qajtɨ čʼäŋka. ","Ни дочки у него нет, никого у него нет."
"Nɨn na əsɨtɨ qütalna na ijalʼa, ((naintɨ)) na ijan. ","Потом этот отец заболел у этого парня, этого парня."
Toːntɨ tına šʼittɨ qälɨ timnʼäsɨqı ɛːppɨntɔːqı. ,С той стороны/оттуда(?) те два брата-ненца были.
Qaj ila kučʼčʼä izhe tıntena na ira ılla quŋa. ,"Или жил, (куда же?), этот старик умер."
Toː tɨmnʼantɨn tulɨnʼnʼa. ,Туда к брату пришел.
Ira qumpa. ,Старик умер.
İlla meːŋɔːt. ,Похоронили.
"Šittal imaqotatɨ, tına imaqotatɨ qütalna, imaqotatɨ ɛj ılla quŋa. ","Потом его жена, эта его жена заболела, и жена тоже умерла."
"Iralʼ mɨqä tına ijatɨ nʼeːkɔːl, pɛlɨkɔːl qala. ","Этот сын старика со старухой без родни, без никого остался."
Mərqɨ ijatɨ ((na istap … mat … mɨt …)) istap Genɨlʼ mɨt tarı. ,Большой сын … всякий … как Гена с кем-то.
Nılʼčʼij ijatɨj ɛppa. ,Такой сын был.
"Nɨmtɨ ilɨmpɔːtɨn, ilɨmpɔːtɨn, nɨnɨ tɔː puːčʼɨsɔːt. ","Там жили, жили, потом они на другую сторону переправились."
"Tɔː puːlä na ija qälɨ ira mɔːttɨ, qälɨ ira ijatɨ čʼäŋka. ","На другую сторону переправившись этот парень в дом старика-ненца, у старика-ненца детей нет."
Ijakɨtɨlʼ imatɨ. ,Жена у него бездетеная.
Təp poːkɨtɨlʼ təttot. ,Он/они(?) с(?) земли без деревьев.
(Ponʼi ira=) Ponʼi ira naɛːntɨ kun montɨlʼ tamtɨrtɨ ɔːtäp muntɨk taqqɨšpatɨ. ,"Пони-старик вот есть, оленей всего племени всех перегнали."
Tal. ,Подожди(?).
"Nɨlčʼik tüŋa na timnʼasɨqä, na timnʼasɨqä ilɔːqı, na iralʼ timnʼasɨqä šʼittɨ. ","Так пришли эти два брата, эти два брата живут, эти два старика-брата двое."
Tət toːn ɔːtätɨ. ,Четыреста оленей у него.
Na iran ɔːtäm iqɨntɔːqı. ,Этого старика оленей чтобы забрать.
"Qumiːntɨsa tünta Poni ira, nimtɨ najntɨ. ","Со своими людьми придёт этот Пони-старик, это его имя."
Tüla šäqqɔːtɨt na təptɨn mɔːt. ,"Придя, переночевали в этом их доме."
Tıː kuttar tɛnɨmmɛntal? ,Сейчас как будешь знать?
Mompa Poni ira ((…)) köt qumsä (tümpa). ,Пони-старик с десятью людьми пришёл.
Qapı na ɔːtät tɔːqqɨqɨntɔːqo. ,Вроде чтобы этих оленей пригнать.
Kun montɨlʼ mɔːttɨ tına šentɨ mɔːttɨ kun montɨlʼ qajtɨ muntɨ taqqɨltɛntɨŋit. ,"Сколько всех домов, тех новых домов, сколько всего [их скарба] собрали."
Ukoːn nɔːta takkɨlʼ qälɨiːt ɔːtäp taqqɨllä nɔːtɨ muntɨk iːmpɔːt. ,"Раньше еще северных ненцев оленей собрав, еще всех взяли."
Moqɨnä qənnɔːt na qälɨt tıšša. ,Домой пошёл этот ненецкий строй [в виде стрелы].
Nɔːrtäl čʼeːlɨt mompa tüntɔːmɨn mɨta. ,"На третий день, мол, мы придём."
Šittälɨ čʼeːlontɨ na čʼeːlɨnna na ija nılʼčʼiŋ ɛsa na ilʼčʼantɨnɨk. ,"На второй день рассвело, этот парень так стал (обращается) к этому своему деду."
Mɨta nʼenna tɨmtɨ mɨ ɛːnta mɨta. ,Вроде впереди(/вверх по течению) здесь что-то есть вроде.
"Qälɨt tüntɔːtɨn nɨntɨ ɔːtäp tɔːqqɨqolamnɛntɔːtɨn, nın mɨta tına. ","Ненцы придут, потом оленей начнут загонять, так, мол, тот [парень говорит]."
Ɔːtän uptɨ kəlʼčʼomɨnto kərɨmpɨlʼ mɨta kučʼčʼa meːntɔːmɨn? ,"Оленье пастбище всю зиму перезимовать, мол, куда денем?"
Na ija nık kətɨŋɨtɨ. ,Этот парень так говорит.
Nɨnɨ nık kətɨŋɨtɨ mɨta ((…)). ,"Потом так говорит, мол…"
Ilʼčʼa mɨta qaj šentɨ mɔːllɨ ɛːŋa? ,"Дед, мол, что, новый дом у тебя есть?"
Mäkka mitɨ mɨta. ,"Мне отдай,"" мол."
Šentɨ mɔːt taːtɨŋa nɛntɨ. ,"Новый чум принёс, вот он."
