original,translation
"Ну, бедненько[???]","Ну, бедненько[???]"
Вот ичэтчэӈкӣв энӣнми...,Вот смотрела на маму...
"Уллӣдеӈкӣн коколлолва аӈидук, ирэксэдук.","Она шила рукавицы из этого самого, из ровдуги."
Поэтому тогда аямамат абгара̄л биӈкӣвун.,Поэтому очень хорошо здоровые были.
Чисто бичо̄н экологическаил.,Чисто экологический был.
hавалдерэ.,Работают.
Эсӣко̄тко̄н умуко̄н внукив... армияла̄ гара.,Сейчас один мой внук... в армию забрали.
А упкат эдӯ остальные.,А все остальные здесь.
Потом Наканнодӯ дюр бидерэ младшиелви hутэлви.,"Потом в Наканно двое живут, мои младшие дети."
Энӣнми пака индечо̄н дюдӯ эдӯ тожэ ербэкэдӯ энӣнунми улгучэма̄тчэӈкӣв.,"Мама пока жила, дома здесь в Ербогачене с мамой разговаривала [по-эвенкийски]."
Но всё равно упкат уже почти лучадыт упкат hэӈкэтчэпкӣл.,Но все равно уже все почти по-русски говорят.
Но всё равно этэ̄м омӈорэ.,Но все равно не забуду.
"«Кэлэ, —","«Давайте, —"
"Илатчикалду тоговор, hулудан».","Разжигайте очаг, чтобы оттаяла»."
hутэлин гӯнэ:,Дети его говорят:
гӯнэ.,говорят.
"hутэлин бурирэ,","Дети [ее] уронили,"
Девсе.,Съела.
«hулэ-эн!»,«Лиса-а!»
«hулэ-эн!»,«Лиса-а!»
Тариӈин дявся дю догидоткин {Е. П. Лебедеваду: догигидоткин}.,Она откликнулась в доме.
hулан гусе чулугдывэ.,сказала лиса чулугды.
"Ӣлчэ сюлугды,","Стал входить чулугды,"
Бу дюга аминун нулгисинэв бирала̄ Чисковойдула̄.,Летом мы с отцом укочевали на реку Чисковую.
Бираду оллол кэтэ бичэ̄тын.,В реке рыбы было много.
Бу аминун угластав.,Мы с отцом пошли за берестой [=обдирать бересту].
Урэдӯ кэтэ талӯл.,На горе много бересты.
Тадук дюла̄вэр сурурэ.,Затем поехали домой.
"Ӈэнэденэл, чалбанмэ огоров эптылэӈэтылэвэр.",По дороге [=пока ехали] срубили березу на ребра для лодки.
Тадук ирэктэкэнмэ огоров симиӈэтевэр.,Затем срубили маленькую лиственницу на долевые [=боковые] плашки к берестянке.
"Эмэрэв дюла̄вэр, ӯчакилвар тыттэв, тыматнэла̄ дэрумкичэллэв.","Пришли домой, отпустили своих верховых оленей, до утра отдыхали."
"Итэлвэр нэ̄рэв дулиндун, тадук эптылэлвэр тулэрэв, тыӈэптунмэ гарав, дявва тыӈэптунэв.","Положили палочки под ребра [в середине], затем поставили ребра, взяли ремень {подпруги}, связали лодку."
Ами гунэн.,Отец сказал:
"Си сурукэл, луӈнявар гэлэктэлкэл.","«Ты иди поищи смолы {лунгн̣авар — за смолой нам. лу — смола, -нг — суфф. относит. притяжания, -н̣а суфф. винит. неопред. падежа, -вар возвратно-притяж}"
Би молдасинам уливунаи и наилаи.,я пойду за лесом для весел и древок к острогам»
"Ами долболтоно уливураи [улувураи], наилаи молдаран.",Отец вечером принес лес на весла и древки{наи — древко для остроги}.
Кирамкилви дявдуви нэ̄рэн.,Положил в берестянку остроги.
Би бира дяпкадун ичэчэӈнэм.,Я смотрел с берега реки.
"Ичэтчэрэкив, тунӈа оллолво аркиттан.","Когда я смотрел, он убил пять рыб."
Тадук нуӈан гунэн:,Потом он сказал:
Оллолво hэгдымэмэвэ ичэм.,Я видел больших рыб.
"Ами оллолво асасинан, нуӈанма̄н боконон, аркиран лапчалӣн.","Отец погнался за рыбой, догнал ее и ударил острогой в хвост."
"Тымирэн гэдымуктулин, тадӯ нуӈанма̄н ва̄рэн.",Попал ей под жабры и убил ее.
Би дюла̄и сурум.,Я пошел домой.
Этиркэн атирканан бид’эс’эл.,Жили старик со старухой.
Нимӈамас’ал.,Пошаманили.
Этиркэнин гусэ атиркантикии:,Старик говорит своей старухе:
"Атиркан олдонди мундукарвэ манас’а, только умукон hурус’э hо̄нали.","Старуха крюком от котла зайцев кончила, только один ушел через дымовое отверстие."
hурус’э мундукан hамантин бис’э.,Ушедший заяц был их шаман.
Тыкин асин бимчэл мундукар атиркан варэкин.,"Теперь бы не было зайцев, когда старуха убивала зайцев."
Умно̄ би улумэд’эчо̄в.,Однажды я охотился на белку.
"Ну, иду-ка, балдыча̄в би моhадӯ, аhа.","Ну, где-то, родилась я в лесу, ага."
Дювун hэгдыӈэ бичо̄н.,Чум наш большой был.
Эниё рыбачитчэӈкӣтын.,Родители  рыбачили.
"Дюганӣва век, дюганӣдӯ век нулгидеӈкӣвун.",Летом мы все время кочевали.
Эӈкӣвун тэгэттэ анты-маты.,Не сидели мы нисколько.
"Ну куӈакардӯвун энтылвун мунэ дявучадяӈкӣтын, аяканди дявучадяӈкӣтын.","Ну в детстве наши родители нас держали, хорошо держали."
Олдолвэ hилкидиӈнэрэвун.,Рыбу мы мыли.
То адылчуhиниӈнэрэвун.,То сети поедем [=ездили] проверять.
"Адилилвэ товудечо̄тын то̄вэр, илан элӣ, киломэтрдулӣ гиркумат ӈэнэӈнэрэвун.","Сети они ставили вон за три километра, мы пешком проходили."
Олдолэ тадук гиркумат ируӈнаравун.,Сети оттуда пешком на себе мы таскали.
Экурди-кэ hутакардӯ угадеӈнаравун олдокорвэ.,"Этими самими, мешками несли на себе рыбку."
"И вот план, план биӈкӣн тарэ экун-ка.","И вот был план, это самое."
Элэвун планмутын випалнятчиӈнэрэвун.,Все мы их план выполняли.
Лаӈилвэр одеӈнэрэвун.,"""Пасти"" [ловушки] ставили."
"Амӣя лаӈилвэр одяпкӣл, а бу дундэвэ дюгудиӈнэрэвун.","Родители пасти делают, а мы землю таскали."
"Потом орокорвэр, орокорвэр дявучадяча̄вун.",Еще [=потом] оленей мы держали.
"Эя-ка hамнӣкарэ оӈнэрэвун, hамнӣро.","Эти самые, дымокуры мы делали, дымокуры."
Школала̄ hуручо̄в.,Я в школу пошла.
"Би же эчэв hа̄рэ, эва гундерэ.","Я же не знаю, что говорят."
Потом уже экун-ка и тугэ эмэӈнэрэвун интернаттула̄.,"Потом уже, это самое, и так приезжали в интернат."
Энтылвун мунэ гэнно̄пкӣл.,Родители нас забирали.
Потом нян эмэвупкӣл.,Потом опять привозили.
Школала̄ учитна̄ӈнэрэвун.,Мы уезжали в школу учиться.
"Тыгдэдерэкин, экун-ка, дюкаканэ одярэвун и дюлдэе эмэӈнэрэвун гулэлдуло̄.","Если шел дождь, мы делали чумик и два дня потом ехали в деревню."
Школала̄ мунэ эмэвупкӣл дюлдэе нулгит.,В школу нас везли два дня аргишом.
Эӈкӣтын мунэ собирарэ.,Не собирали нас.
"Эдӯ индерэн тар этӣркочоми яӈэты, Данила Николаевич.","Здесь живет этот старичок лысый, Данила Николаевич."
Строги биӈкӣн-тэ век мунэ дявучадяӈкӣн.,"Строгий он был и все время держал нас [крепко, в строгости]."
Потом ну hуруӈнэрэвун Горошиhала̄.,Потом мы уезжали в Горошиху.
Тоже ну каникулилвун hаялэ биӈкӣтын.,"Тоже, ну, каникул у нас не было."
И би векит-та моhадӯ индечо̄в.,И я все время-то в лесу жила.
"Эдӯ, hавалилчалаи, иниhичо̄в.","Здесь, став жить, стала работать."
Потом уже би экун-ка Турала̄ hуручо̄в.,"Потом уже я, это самое, в Туру поехала."
Учитна̄hичо̄в тадӯ.,Я отправилась учиться там.
Манам-да тадӯ hавалим.,Закончила и там отработала.
Олломо̄рэв.,Мы рыбачили.
"Тапача̄тыл тадӯ бичотын, дю̄лтын, Я̄данцэвил, мунӈи Һа̄дончиныл, дю̄лтын.","Тапачонков там были чумы, Яданцевых, наши, Хадончиных чумы."
"Бӣ дябдӯ тэгэм, дябдӯ соло̄ки Тура̄мива.","Я в лодке сижу, в лодке вверх по Турами."
Олломо̄рэв.,Рыбачим.
Оллоло кэтэко̄кунмэ ва̄рэв амӣнэн.,Рыбы много добываем с отцом.
Потом а̄грэв тадӯ.,Потом пристали к берегу там.
Амӣнмӣ минэ а̄синмурэн.,Отец меня спать уложил.
Тыргаллан ӈинакирвун мо̄ты̄во говолчол.,На рассвете наши собаки подняли лаем лося.
Говолло ӣдӯ-вэл.,Залаяли где-то.
Амӣнмӣ аракӯкан тэгэчон.,Отец тихонько встал.
Минэ эчэ сэрӣврэ.,Меня не разбудил.
"Суручо тар мо̄ты̄во, ӈинакирвэ говодерилво мо̄ты̄во ва̄настэн.","Пошел добыть того лося, того лося, на которого лаяли собаки."
"Мо̄ты̄во иченосчо, э̄курва ӈинакир говодёро.","Лося пошел поглядеть, на кого собаки лают."
Һэтэкэнэм.,Я проснулась.
Дылача аӈидерэн...,Солнце это самое...
Ӣло̄-кэ сурудем?,Куда же я пойду?
Говондула̄тын сурум.,Пошла на их лай.
"Ӈэнэдедем, ӈэнэдедем.","Иду, иду."
"Урэва куктым, урэва.","Поднялась на гору, на гору."
"До̄лдым, пэктыронмэ до̄лдым: бӯҺ пэктырон.","Слышу выстрел, слышу: бух, выстрел."
"Ӈинакирвун этэрэ говодеми, этэрэ.",Собаки перестали лаять.
Враз тайга тихо о̄дан.,Враз тайга тихой стала.
"Эвӯсчам - опять Һоктови сокорим обратно, удяла̄ви, обратно, эмэдо̄ви аӈила̄ви","Спущусь – опять дорогу потеряю обратно, к своим следам, чтобы обратно возвратиться, к этому самому своему [месту стоянки]."
Бӣ а̄чин бичов.,Меня не было.
Эчэв до̄лдыра бӣ тайгадӯ.,Не слышу я в тайге.
"Ӈинакинмэ гадан,аӈи, ӈинакинмэ.","Взял собаку, это, собаку."
Ӈинакин бичон Дамка.,Собака была Дамка.
Гэрбиви нуӈан са̄нэ.,Имя свое знала.
"И нуӈан тар ӈинакинмэ Һа̄ӈидян, амӣӈасав.","И он за той собакой следом побежит, мой покойный отец."
ӈэнэдеден ӈинакинмӣ.,"Идет, собаку..."
"Ӈинакин удялвав бакаран, тар удялдулӣв.","Собака мои следы нашла, по тем следам [пошла]."
«Ӣло̄ ӈэнэденнэ?»,«Куда ты идешь?» - [спрашивает отец].
«Бӣ синэ пыктыронмэс до̄лдычав».,"«Я твой выстрел слышала»,- [отвечаю]."
Минэ нуӈан Һэӈкэттын.,Он меня отругал.
"«Э̄ва суруннэ,",«Зачем пошла?
тадӯ алатчеча бимчес!»,Там ждала бы!»
Эмэрэв бӯ тар гулувундула̄вэл.,Мы вернулись к своему костру.
Саво̄далвэр.,Свои вещи [собрали].
"Мо̄ты̄вэ, ва̄ми, эчэв Һигдерэ».","Я лося, убив, не ободрал»."
Та̄нисинэн.,Закурил.
Тадӯ мӯ бисин.,Там вода была.
«Тыгэко̄рвис аӈикэл».,«Посуденку свою какую-нибудь это самое [возьми]».
"Тарэ мо̄ты̄тко̄нын тар бичон, мо̄ты̄тко̄нын.","А та [лосиха] с лосенком была, с лосенком."
Мо̄ты̄т аӈича.,Лосенок стал это самое [сосать].
"И это, Һигрэв тар.","И это, мы ту [лосиху] ободрали."
Потом минэ гунэн:,Потом он мне говорит:
Уло̄ккирэн минэ.,Обхитрил меня.
"«Э̄, сурупдет, сурупдет мо̄ты̄тко̄нмэ.","«Да, уведем, уведем лосенка."
Тадӯ дю̄дӯвар улидедет туге.,"Там, дома будем кормить так."
Учала̄дет.,Объездим.
"Бӣ эдям-мал, эдям-мал.","Я делаю что-то, делаю."
Ӈинакир говолло.,Собаки залаяли.
"А нуӈан аракукан, эдав ичерэ, пуртатпи эрко̄ндулӣ аӈирэн, аркирэн, тар эсилэ.","А он потихоньку, чтобы я не видела, ножом туда, ну, как это, воткнул вот так."
«Ило-кэ мо̄ты̄тко̄н о̄дан?»,«Куда же лосенок делся?»
Кикисинэн мо̄ты̄тко̄нмэ».,Укусила лосенка».
Потом так мо̄ты̄тко̄нмэ тар Һигрэв.,Потом так лосенка того ободрали.
Уллэӈилвэр дювурэв дявдула̄вэр.,Мясо перетаскали в лодку.
И Һалватын омо̄нэв маленько сушить.,И часть его [мяса] оставили маленько сушить.
Тогда сэ... сурурэв.,Тогда ушли.
Дявдӯвэр уллэко̄нмэ ноттэв.,Уложили мясо в лодку.
"И сурурэв все опять аӈила̄вэр, дюлдула̄вэр.","И ушли все опять к этому самому, к чумам."
"Нулевой класстӯ миндӯ бичо̄н, ученикилви.","В нулевом классе было у меня, ученики мои."
"Илан дя̄р, илан дя̄р тунӈа куӈа̄ка̄р бичо̄тын.",Тридцать... тридцать пять детей было.
Нуӈартын эчо̄тын...,Они не были…
"Ста̄додӯ кэтэко̄кӯн эдӯ, Полигустӯ бичо̄тын, орор.","В стаде очень много оленей было здесь, в Полигусе."
"Сергеев, фамилиен Сергеев, гэрбин Трофим.","Сергеев, его фамилия — Сергеев, имя — Трофим."
"Манарэн нуӈан нулевой классва,","Закончил он нулевой класс,"
"Ста̄дола̄ сурурэн орорди амты̄лдула̄ви, эhикон.","Уехал на оленях в стадо, к родителям, сейчас."
"Школала̄ куӈа̄ка̄р ста̄додук эмэвусинэ, куӈа̄ка̄рвэ.","В школу детей из стада привозили, детей."
"Эла̄, школала̄.","Сюда, в школу."
Бӣ...,Я...
Всё нуӈан эвэды̄т.,Все она по-эвенкийски.
Бӣ нуӈандӯн няӈтала аӈидям.,Я ей кедровые шишки это самое.
"Аӈила, няӈтала сурупдем».",Кедровых шишек привезу».
"Энинин, энинин: «Э̄кэ̄, о̄н учительница?» — говорит.","Мать говорит: «Эй, как учительницу?»"
«Туги-туги гэрбин.,«Так-то ее зовут.
Фамилияван омӈом».,Фамилию забыл».
"«Сӣ, сӣ, сӣ, энё, — энинтыки гунэ, — сӣ, энё, аӈика̄нэ о̄кал, hутакача̄нэ, hутакача̄нэ о̄кал.","«Ты, мама, — говорит маме, — ты, мама, это сделай, мешочек сделай."
Бӣ тадӯ няӈтала аӈидям.,Я туда шишки это самое [положу].
Няӈтаты̄дям тадӯ.,Нашелушу шишек туда.
Аӈидям и потом нуӈандула̄ сурупдем,Это сделаю и потом отвезу ей.
Пода̄рокъеви э̄явив сурупдем учительницадӯви.,В качестве подарка отвезу учительнице.
"Нуӈанӈылин еще, тар Трофимӈил бичо̄тын акнилин.","У него еще, у того Трофима старшие братья были."
Тар эсилэ нуӈнан дяядян тар мешокпи.,Так он спрячет этот свой мешочек.
"Акнилин, акнилин бакадяра тар аӈиван, аӈиван тот.","Старшие братья, старшие братья находят этот самый [мешочек]."
"«Эни, нӣкэ няӈтаӈылвэм!».","«Мама, кто-то мои кедровые шишки [украл]!»."
"Нуӈан опять, снова, опять, снова няӈталвэ аӈидян, опять.","Он опять, снова, опять, снова кедровые шишки это самое [собирает] опять."
"«Энё, аямамат дяякал, эдо̄тын бакара тар.","«Мама, ты хорошенько спрячь, чтобы не нашли те [братья]."
Пятыел эмэрэ.,Пятые приехали.
Кластӯи тэгэтчэм.,Я сижу в классе.
"Тар Трофим, ученикив: «Здравствуйте!»","Вот Трофим, мой ученик: «Здравствуйте!»"
"Аӈиви, кармандукпи аӈиран, гадан э̄дукпи-вэл тарэ, аӈика̄нмэ тарэ, эрдыко̄нмэ, ченококо̄н тадӯ, няӈтал.","Вот из кармана своего вытащил откуда-то вот такого размера [мешочек], орешки там, шишки."
"Ченоко̄н-кэ тарэ аӈи, нянӈя упкатчин, нянӈяя.","А орешки-то все грязные, совсем как грязь."
"Эбэй, э.",Ой.
"Бӣ снова, опять аӈидям.","Я снова, опять это самое делаю."
"Нуӈартын опять дебдерэ, ады̄ра̄-да̄.","А они опять съедают, и несколько раз [так]."
энё̄ аямамат дяян.,мама хорошо спрятала.
Эр эсилэ бӣ синдӯ эмэвун».,Таким образом я тебе и привез».
«Тук-тэ гуде̄й э̄кун!,«Такая красота!
"Нэлки эдӯ, эдӯ балдычам, Полигустӯ.","Весной здесь, здесь родился, в Полигусе."
"А бичон амаскӣ, больница бичон.",А раньше больница была.
Эдӯ балдычам Полигустӯ.,"Здесь родился, в Полигусе."
Эдӯ уже дукудячатын минэ дяпкундула̄ класэлдула̄.,Здесь записали меня [в школу] до восьмого класса.
Дяпкун нюңундӯ суручом дяпкун,В восемь шестом [вместо семьдесят шестом] ушел.
"Эмэм, потом hавалилим.","Пришел [из армии], потом начал работать."
"орор бичотын амаскӣ, сейчас-то а̄чир.","Олени раньше были,сейчас-то нет."
Нуӈартын мэ̄рвэл аңирэ дабдара.,"Они сами себя извели, поддались."
"Сейчас, э̅кун-ка, минэ орирэ амия.","Сейчас, это самое, меня позвали отец с родней."
"Гунэн: «Э̄кунка, надо он-мэр некэми, нуңанман этэēтноми».","[Отец] сказал: «Это самое, надо как-то попытаться, пойти его подкараулить»."
"«Ну ладно, — гуним, — вечером эмэдим».","«Ну ладно, — сказал я, — вечером приду»."
"Эмэрэвун: дирикачāн умукэ̅н и всё, э̄кун-да̄ больше āчин, ӣдӯ чикилми, этэēтми.","Пришли мы: кочка одна и все, ничего больше нет, где спрятаться, караулить."
"Пока тāдӯ һоролдичōвун, улгучōмотчичōвун, ичэрэвун-дэ̄: тавар-ка уже, уж лопорōрэн дирикалтук.","Пока там крутились мы, разговаривали, мы увидели: вот он уже выскочил со стороны бугров."
"Ну и эмэлдэкин, эдук ичэвун о̄дян».","Ну и вот-вот подойдет, отсюда виден будет»."
"Гуним: «Эһӣ, лопорōракин ңэпкэкэ̄лā, тэпкэһиндēм.","Я сказал: «Сейчас, когда он выскочит  на кочку, я крикну."
"Ну, гоёвлипчэ.","Ну, подраненый."
Һурурэвун тāлā ңэпкэкэ̄лэ.,Мы пошли туда на кочку.
"Ну и эмэ̄нэвун, амаскӣвэр һурурэвун.","Ну и оставили мы, обратно пошли мы."
Һаңкэлвун тāлā бидичэ̄тын дю̄лтӯ уючэйичэ̄тын.,"Нарты там были, у чума привязаны."
"Һурурэвун, һаңкэлвэр гэннэ̄рэвун, һаңкэлди һурурэвун.","Пошли мы, нарты взяли, на нартах поехали мы."
Ңинагӣравун ӯдялӣн.,Собак пустили по следу.
"Ну, һурурэвун, ңинаки… значит, дяваран ңинакирвун.","Ну, пошли мы, значит, поймали наши собаки."
"Гē-тэ̄ ңинакин ңэ̄лэлчэ, а гē та̄лā гогодеко̄рэн.","Одна-то собака испугалась, а другая там облаивает."
"Та̄ла̄ туксаравун, ичэ… ичэрэвун: тэ̄р а̄муткāн баргигидин ңинакинмэ āңдерэн, бэӣтчэрэн.","Туда прибежали, увидели: там, с противоположной стороны озера [он] на собаку это самое, злится."
"Пэктырэ̄ним, мэлчэ̄чǝ ӣкэ̄рӣвэн.","Я выстрелил, попал ему в хребет."
"Тариңӣвун мӯлō ōңкāнэн, бурурэн.",Тот наш [=медведь] в воду навзничь упал.
"Потом эмэрэвун та̄дӯ, детңогов пэт-кэт: тозовкатпи дылма̄лӣн пэктырэ̄нэн, на̄пка̄нэн.","Пришли, там мой покойнй дед ба-бах: из тозовки в голову ему выстрелил, попал."
Эēдēн-нэ мӯдӯ».,Утонет же в воде».
Гундерэн: «Эēпки».,[Он] говорит: «Тонет».
"Туксаравун, та̄дӯ и… индерэн еще, тиҺактадерэн нуңан — ōн дявадēндэ?","Подбежали мы, там он живет еще, плавает — как поймаешь?"
Арама̄ ды̄скӣ нуңанмэ̄н урӣҺинэвун.,Еле-еле из воды на берег его вытащили.
"Тāдӯ-да̄ ирэ̄ксэвэн, эчāвун-кэ, луктавун-да̄ нуңэмэ̄н тэлгэтнэл, эмэ̄чэ̄вун.","Там-то шкуру его это самое, ободрали, разделали его, там оставили."
"Эван-кэ гадавун — Һӣвон гачāвун, э̄ван-кэ — ирэ̄ксэвэн.","Что взяли — желчь взяли, что еще — шкуру его."
"Тук-до̄ бимнин эмэ̄чэ̄вун ей... э̄вэн-кэ, улдэвон эчэ̄вун гадэ, э̄ва.","Так целиком и оставили, этого самого-то, мяса, не взяли, ничего."
Тук бидeн.,Так будет.
Амӣ минэ тэрӯттан гулэлдуло̄.,Отец позвал меня в поселок [Советскую речку].
Тар куӈакар эмонмучо̄тын дюдӯ.,"Это, дети остались в чуме."
Удялтын бичо̄тын.,Следы их были.
"Гулэлдӯ, там о̄кӣ — три, илалдава бичо̄вун.","В поселке, там сколько — три, три дня мы были."
Потом вертолетыт дэгрэвун.,Потом мы вертолетом прилетели.
Куӈакар hаялэ дюдӯвэр.,Детей нет в чуме.
Ӈинакинми hукулэ̄...,Моя собака [лежит].
"— hата, — гундем, — вертолеттула̄ эда̄и эчэ эмэрэ?","— Ну, — думаю, — к вертолету почему не пришла [собака]?"
hурум ичэтно̄м.,"Я пошел, пошел посмотреть."
Эванда эчэ̄в ичэттэ.,Ничего у нее не посмотрел.
"Ēкунка, наверное, ӈинакир кикиркал, куӣко̄тчэнэл.","Это самое, наверное, собаки покусали, когда дрались."
"Потом аямамат, ēкунка, долболтоно ичэтчилим.","Потом хорошенько, это самое, вечером посмотрел:"
"Умукон, hагдытмэр, бидирэн, гӣл hаялэ.","Одна, самая большая, есть, других нет."
"— Ну, — гунэм, — Гошаядӯ биденорэ, наверное.","— Ну, — подумал, — у Гоши, наверное, находятся."
Гошаядӯ бидичо̄тын.,У Гоши они находились.
"Потом, потом уже тылим, тылим, как только гунэ рациялӣ, hанӈӯктам.","Потом, потом уже я понял, понял, как только, сказали по рации, я спросил"
Потом hурум Бог дяпкалӣн.,Потом пошел я по берегу Советского озера.
Ичэм: волка удялин тадӯ везде ча̄гит.,"Увидел: следы волка там везде, с той стороны неподалеку."
Дяпкалӣ гиркум.,По берегу я ходил.
Ча̄скӣ гиркум.,Дальше я ходил.
Таригит гиркуча.,Он оттуда приходил [=ходил].
И Гошаядӯ ӈинакирви ачир тадӯ.,И у Гоши моих собак там нет.
"Чипка̄н, наверное, варкэ.","Волк, наверное, убил."
Девуркэлтын тар нуӈарватын.,"Съел, наверное, их одну за другой."
Ило̄ больше одерэ?,Куда еще денутся?
"Эр ама̄ка̄ ēкунин-кэк, лапэн: Яшая чокнатын бишо.","Это, это медведя это самое, лапа: Яша с товарищами убили."
Ороло... оромиловун тадӯ тырэмтычо бичо.,Наших оленей он давил там.
Пау.,[Нрзб]
Эчол биhивун hарэ.,Мы не знали.
"Пэктыро̄вунмэ, карабинмэ гачал.","Ружье, карабин взяли."
"Пэктыро̄вун, хорошо, карабинмэ ганал, hуручол бичол то̄лӣ тадӯ.","Ружье, хорошо, карабин взяв, пошли тогда туда."
"Мучудерактын эрэ, удядӯтын иhича-кэ бичо.","Когда они возвращались, он на дороге их догнал."
Эдын hукугичо нуӈаригитын.,Ветер стал отворачиваться от них.
"Дынӈӣлэ̄гичо, тэпкэденэ, нуӈардула̄тын.","Побежал, ревя, к ним."
Дынӈӣлэ̄hинчичо.,Он побежал.
"Тадӯ марил, якталӣ дынӈӣлэ̄чо тадӯ.","Там кусты, вдоль ручья он бежал там."
"Хорошо, аӈты ēкун-ка тадӯ.","Хорошо, этот самый там."
Мēвӯича бичо нуӈарватын.,Он был на них очень рассержен.
Бэюнмэ нян этон тук пэктыро̄рэ подряд.,Дикого оленя опять же он так не станет стрелять подряд.
Потом эмэрэ.,Потом они пришли.
Потом эмэрэ.,Потом они пришли.
— Ама̄ка̄вэ чоктав.,— Мы убили медведя.
Потаптулā ирэ̄мо̄дичэ̄в.,В Потапово в гости я поехал.
"Тāлā-кэ ар... арчэмкачал, эдук телeграммавэ бӯчэ̄вун, арчэмкадāтын .","Туда, встретили, отсюда телеграмму подали, чтобы встретили."
"А тāлā телеграммувэ бакачāл потом уже, ушли, когда уж давно Һаваичалāвун.","А там телеграмму нашли потом уже, когда уже мы давно ушли гулять."
Арчэмкачалдэ̄ мунэ — Һая̅лэ: амандӣчал.,Встречали нас — но не было: опоздали.
"Стāдэвэтын дарӣлӣ нэнэчо бэгэ̄м, дарӣлэ дю̅тāдечэ̄л.","Их стадо стороной я проехал, в стороне были в чуме."
Амардулӣвун аҺача бригадиритын.,По нашему следу гнался их бригадир.
Һōйдук мучӯча.,Из тундры вернулся.
"Удялӣн ӈэнэм, ӈэнэм.","По его следу еду, еду."
Таймень дяпкадӯн урӣнэрэвун.,На берегу озера Таймень сделали стоянку.
Тāдӯ арчарэвун.,Там встретили [их].
"Тыманэктанэ хуктэхинэв, арчарэвун.","Наутро я поехал, встретили их."
Тāдӯ Һāлвэтын тaйим: знакомыелби бичōл.,Там некоторых узнал: знакомые мои были.
Хурурэ тāлӣ — дю̅лӣвун ӈэнэрэ.,Поехали туда — через наш чум проехали.
Һаруккар Һуктывугинэ тарья̅каклā орорвэтын таӈаҺӣчал бичōл.,"Немного подвыпившие уехали далеко, оленей считать поехали."
Тāдук-тā Потаптулā  гиркуйичāвун.,Оттуда в Потапово ездили.
"Ну индичōвун тāду дю̅лдутын, балокилдутын.","ну жили там в их домах, в их балках."
Дю̅какāндивэр бичōвун.,У нас был маденький чумик.
"Тāдук ирэмӣдечōвун тāлӣ второй стāдоду, первый стāдоду.","Оттуда туда в гости ездили во второе стадо, в первое стадо."
Потаптулā тарилдук гиркудеӈнэрэвун.,В Потапово от них ездили.
Горокōнмэ бичōвун тāду.,Долговато были там.
Потом таргит Аликйэ эмэчōтын ды̅гит орорди.,Потом оттуда Алик и его семья приехали из леса на оленях.
Тāдук умукōндӯ дӣскӣ хуручōвун тартикӣ Алик стāдолā.,оттуда вместе в лес поехали туда в стадо Алика.
"Потом тāду, стāдолāтын нулгичōвун, нуӈардулāтин.","Потом туда, в стадо аргишили, к ним."
"Нул..., нулгӣчōвун-тэ целый нулгӣв, итыкирвӣ ӈэнэвумдэк","Аргишили-то целый аргиш, пока вещи свои отвозил он."
"Тарит-та тāдук-тэ Һуетчōвун, эмэхичōвун амаскӣвэр.","Оттуда потом разъехались, поехали обратно."
"Ня̅демāчāвун орокōрвэ, где-то дяпкуталва-хинче.","Получили в подарок оленей, где-то по восемь голов."
Ну что еще?,Ну что еще?
Гнилушки для дымокура.,Гнилушки для дымокура.
Тут на дымокур оленям таскаем.,Тут на дымокур оленям таскаем.
"Ну что еще, потом долболтоно депдōтын ōңнам, чтоб долбо дебдедōтын, Һутэлдуйӣ","Ну что еще, потом вечером поесть делаю, чтобы ночью поели, детям."
"Бӣ дю̅дӯви, то hилкидяңнам депдōе вари… Һуладеңнэм, ōҺаңкāрви Һӯчудеңнэм, убирайдеңнэм.","Я дома, то стираю, [то] еду варю, камысы скоблю, убираю."
Этыркэ̅н Һаңкэлэе ōдяпкӣ. Ну вот и всё,Муж санки делает. Ну вот и всё
"Самый разгар работы… Олени убега… туксадепкӣл, палаткалди индеңнэрэвун, палаткал... прие… эмэңнэрэвун, нулгӣңнэрэвун","Самый разгар работы… Олени убегают, в палатках живем, приезжаем, аргишим."
"Тук-дэ̅ куролесим, едем, ңэнэдеңнэрэвун.","Вот так куролесим, едем, едем"
"Капканилвэл тавуңнэрэ, олдоло вāдепкӣл, рейсэе вāңнэрэвун.","Капканы ставят, рыбу добывают, на рейс добываем"
Да потом вертолетъе заказаңнэрэвунн,Да потом вертолет заказываем
"Олдонвэн — продуктэлэ эмэвупкӣл, олдонвэн Һурувупкӣл","Рыбу — продукты привозят, рыбу увозят"
бересты делали чум берестяной берестяной берес.,Из бересты делали чум берестяной берестяной берес.
Берестен тāдук ōмнэрэ э̅ттэ.,Из бересты/ берёста потом делают чум почему/ чем/ так.
такой чум такой.,такой чум такой.
по-русски.,по-русски.
Так туги инитчичōвун.,Так так жили.
Лето же как же? Отец какой-то болезнь захватили плохой.,Лето же как же? Отец какую-то болезнь захватил плохую {заболел}.
Урӯпчут буссэдичōвун. Кое-как выжили.,Плохо болели кое-как выжили.
"У кого денег есть, то они брали.","У кого денег есть, то они брали."
что-то расскажу-то.,что-то расскажу-то.
Туг же индичōвун векиттэ.,Так же жили долго-то [=вечно].
Да промхоз ōдан. Потом эҺӣ какой совхоз ли кто ль.,Да промхоз стал. Потом… сейчас… какой совхоз ли кто ль..
"На лето, а потом, как осень.","На лето, а потом, как осень."
