original,translation
tənaraɣtən neməqej niwqin.,Тынарагтын тоже говорит:
rʔenut?,[Я:] «Что?».
ənqene qətenkewŋəɣən.,«Это... поправь там».
ɬəɣen mama ənŋin waɬʔən əməɬʔorəkə neɬ… nenankaɬrowqen.,"«Эх, мама, такая-сякая, всем показывает!»."
qeɬuqʔəm tenŋu mətətsəɣʔen ɬəɣen ɬoɬʔoɬɣən pintəqetəɬʔən ənqene ranreɬʔeɬɣəsəkojpə.,"Конечно же, мы смеялись над грудью, выпавшей из бюстгальтера."
ɣeɣerɣəpənsiɬin qeluqe sama jureqʔəm ənqene ŋərkəɬatɣʔe.,"Ему, конечно, было досадно и, может быть, стыдно."
mətəntəmŋewən ilʲja jarak qasa.,Мы потеряли Илью возле дома.
ənkə nəjəmetwaqenate ɣərʔoŋ... qnut ɣərʔoŋawərʔenutet.,"Там развешаны как будто мушки (штуки, похожие на мух)."
saša nəkupreɣiteqin.,Саша проверял сети.
ənqo sajopɬətkoke sašana tejkənin ɣəmnine orwəqaj ənqene.,"Потом, после чаепития Саша сделал мои саночки."
ənqo saša ɣepeɬqənteɬin ɣaɣtəɬen ilʲja.,Потом Саша вернулся и забрал Илью.
sinit ɣenwəɬin orwəqaj ənqene.,Сам вытащил саночки.
ənqo ɣennuɬin.,Потом опять поймал рыбу.
ну и ənqo mətəɬqənmək ro... rosɣetəʔəm.,Ну и потом мы поехали на другой берег.
ənqo neme mətsajomək.,Потом снова попили чаю.
mətəmpeməke mətsajpanmək.,"Слезли с лодок, сварили чай."
nʔaneɬomore ənkʔa orwərʔaraqqaɣte.,"Мы рыбачим... и саночки, это как их там..."
sama mrene neɬɣinujurkəni... neɬɣinujəwməke.,И нас замучали комары.
ənqo wətku sajopɬətkok ilʲja ətri saša ɣaraɣtəɬenat.,"Потом только, после чаепития, Илья и Саша поехали домой."
qətɬəɣi mətneretʔen jarak qasa.,"Оказывается, уронили возле дома."
muri mətʔaneɬosqewmək ilʲja ɣəm əmə saša.,"Поехали мы на рыбалку, Илья, я и Саша."
muri и с Ильёй nəsajomore.,Мы с Ильёй пили чай.
wətku təɬʔuʔene geseemək qasa təɬʔuʔen.,Я только возле ГСМ увидела.
а... təɣiteʔen ujŋe ilʲjaʔəm ənkʔa tejusɣən ɣi... ɣanaɬɣəma.,"Посмотрела, нету Ильи и мешка со шкурой."
ro... ro... ros... rosɣetə ənqen miŋkə nətwaqen murɣin палатка.,"На другой берег, где стояла наша палатка."
ənqo ilʲja ɣennuɬin.,Потом Илья поймал рыбу.
ənqo так как же ещё... ənqo mətʔirməke.,Потом переправились.
ənkʔam pɬətkukʔəm natsʔateɣəm i nəjəɬqetiɣəm.,"И, закончив, ложусь спать."
ənkʔam mənɣətəsʔetə natsʔateɣəm nəjəɬqetiɣəm.,И к десяти ложусь спать.
apetəpɬətkoke….,После обеда...
janot nəsajojɣəm.,Сначала пью чай.
ənkə kaɬetkorak nətenʔetkujɣəm apettaɣnetə.,"Там, в школе, я убираюсь до обеда."
nəpensijajɣəm.,Я на пенсии.
ɬʔeɬeŋkə puurʔu nəmiɣsiretiɣəm.,А вот зимой я работаю.
nuunʔəɣisijɣəm sama nəpʔoŋɣeɬejɣəm.,Собираю ягоды и грибы.
nəsajojɣəm.,Пью чай.
apetəpɬətkok neme nəmiɣsirəsqiwiwəm.,После обеда снова иду на работу.
ŋu… nine… nuj… ŋujŋuj ne… ne… nenʔupiratewəm.,Убираю мусор.
nəɬqutiɣəm inʔe.,Встаю утром.
wane məsawtrakɣʔak.,Я не завтракаю.
apetəpɬətkoke notaɣtə nəɬqətiwəm eɬek.,Летом после обеда я иду в тундру.
uunʔəte….,Ягоды...
i imərʔenuk… imərʔenut jarak ninetejkiwəm sama nəwaŋejɣəm.,Делаю разные дела по дому и шью.
ənkə nətenʔetkujɣəm.,Там я мою [полы].
niɬɣətewiwəm ənkʔam jarak nəmiɣsiretiwəm s… nətenʔetkujɣəm sama nəwijɣəm.,"Умываюсь и работаю дома, убираюсь и готовлю."
nəraɣteɣəm napeteɣəm.,"Иду домой, обедаю."
iɣətʔəm wane ɣəm m… məmiɣsiretɣʔek.,Я на данный момент не работаю.
meɣserənwetə nətenmawewəm ənkʔam nəmiɣsiretəsqiwiwəm.,Готовлюсь к работе и иду на работу.
niɬɣətewiɣəm ənkʔam nəwijɣəm nətapetŋiwəm.,"Умываюсь, варю мясо и готовлю обед."
inʔe ɣəm nəɬqutiɣəm.,Утром я встаю.
ŋəraqəsʔetə nəraɣteɣəm.,К четырём я иду домой.
nəraɣteɣəm.,Иду домой.
niɬɣətewiwəm nəsajojɣəm nəqametwajɣəm neme nəwijɣəm woɬqətweqametwak rooɬqəɬ.,"Умываюсь, пью чай, снова готовлю еду на вечер."
ɣəmnan epeqejənu ninʔejŋewiwəm ənqen ənŋine.,Я так её бабушкой называла.
ŋoonqo ʔəɬək irɣʔet.,Они оттуда в снег упали.
ninejəɬqin ɣəm kaarasəko waɬʔewəm wa... ənqen nenaɬpənrəqen keɣənməsəku.,"Давала мне, я в кибитке сидела, а она давала мне их в кулаке."
ənqorəŋe ɣamŋəɬtetɬen apaqajəna.,Потом рассказала бабушке.
ətrʔes ənqene qoɬ təntənet təɣitenet ənin keɣənmətʔəm.,Только один раз посмотрела на её руки.
ənəkekkeɬqəɬin ŋew... ŋewʔenjərʔən ŋe... ŋewʔenʔəm ənqen kəmʔəŋe.,"Это её приёмного сына жена, Кымъынэ."
ənanʔəme iw... ɣereqəɬin ŋeekkeqej arəswokəɬʔin.,Она спросила: «Почему девочка не ест личинок?».
eɬoɬʔəŋŋoʔate arʔaɬa ɣaɣtə....,А они (личинки) как начали шевелиться.
tənintəsqiwnet ŋoonre kaarasəkojpə.,Выбросила туда из кибитки.
iwnin.,А та (бабушка) ответила:
ətɬʔe... ɣəməkətɬʔen ənqene ənpəssakit... ənpəsʔən sakəɣet.,Моей мамы старшая сестра.
aɬəmʔəm sit nin... nrəswojɣəmʔəm.,Я ведь тогда ела личинок.
masənan ənqen ʔenqeərkənʔəm ənŋe ənŋe rəswojwot entiwke.,"«Пускай, если не хочет, не надо её заставлять есть личинки»."
ənqen ənŋin tpaak rəswok.,Так я перестала есть личинки.
ənqen eqəɬpeŋe təpirinet ənŋin.,Быстро схватила их так.
ənqene ɣəm ipe kəmʔəŋene nenatarəswaŋqen qeɬuq ŋeekkeqejiwəm jep.,"Тогда мне Кымъынэ собирала личинок, я ведь ещё девочка была."
ətrʔes.,Всё.
ɣaɣtəɬəɬapewəm ənqorʔəm.,Сразу глаза очень широко раскрыла.
ətsajaqejʔəm ɣəmnine epeqejənu ninʔejŋewiwəm.,Тётю свою я бабушкой называла.
nenatarəswaŋqeetʔəme.,Собирала личинок.
taɣrətəɬama muriŋe.,Во время летней кочёвки мы [тогда были].
keɬeŋəne ənqen ənpəŋewqej ɣəmnin keɬeŋəne nenamŋəɬojɣəm.,Спрашиваю Келенгыне — это бабушка моя.
kətwəɬqun miŋkəri mənɣerɣewən.,«Как же мне его разозлить?».
ʔotsoj nəwakʔotwajɣəm n... nəsimɣʔujɣəm.,Долго я сидела и думала.
ну ənqene tənpəʔen taɬapat.,Я повесила (на крюк над огнём) бульон.
qənwet ənpəŋewqej nenamŋəɬojɣəm.,"Наконец, спрашиваю бабушку:"
n... uttətʔuɬqeɣti ni... ni... penjoɬɣəsəko nenajojɣəm.,Маленькие веточки кладу в костёр.
а qənɣerɣekwənʔəm.,«А ты разозли его!».
эм təta... taɬapɬətkoʔe tətaɬapɬətkoʔa.,«Я закончила дробить кости».
ʔotsoj nəpəɣəpɣetəɬʔetqin niniwiɣəm.,"Долго кипит, я говорю:"
wəne epeqej ənqene taɬapat ʔotsoj ɬɣipəɣəpɣettəɬeerkən.,"«Послушай, бабушка, что-то долго кипит этот бульон из толчёных костей!»."
epeqej etə məqepɬuɣʔen что ли?,"«Бабушка, мне пнуть его что ли?»."
təta... tətaɬapɬətkonat rʔenutet... а?,"Закончила дробить это, как его... А?"
emqeɬeɬwəne niwiɣəm etʔəm məqepɬuɣʔen.,"Думаю про себя: «Пнуть его, что ли?»."
qoɬʔəm nətenŋətkuqin anə wane qʔəɬtəjoɣe.,"Она смеётся: «Да не, снег положи."
а ta... tətaɬapɬətkonat ʔəttʔəmət.,Я закончила дробить кости.
torkaɬetkopaaɬʔewəm.,Я тогда только закончила учиться.
niwqin qə... qətaɬapatɣe.,Она говорит: «Поставь вариться».
ʔəttʔəmət taɬapɬətkoɣʔe.,NNN: Кости ты закончила дробить.
nəwintiwəm sama ənqen ɬɣipəɣəpɣetəɬʔetqin taɬapat.,"Подбрасываю дров в костёр, и сильно кипит похлёбка из толчёной кости."
ənŋe eqepɬuke.,Не надо пинать».
ənqo neme mətŋejəttenmək.,Потом снова на сопку залезали.
nerenmək ŋaanqorə ramajetə и я… i mətresqiwmək.,"Привезли оттуда нас в посёлок, и я... и мы зашли."
mətsajoməkʔəm i neme mətpʔuɣərkimək.,Чай попили и опять собирали корешки.
и… taŋɬəmənqo ŋaj… ŋaj… ŋajɣəpə… mətɬe… ŋajətkənata mətɬejwəmək.,По всей сопке бродили.
ənqo neme mət… ɣətɣəpeɬɣəkaɣərɣət mətʔirɣʔen.,"Потом снова перешли ручеёк, впадающий в озеро."
ətrʔes.,Всё.
ənqo mətiwət… mətkeŋkeɬenmək mətsajpanməkə.,Потом мы спустились и сварили чай.
ənqo mətŋejəttenmək janot jiŋ… ŋajɣətosɣətkok mətsajomək ŋajɣətoɬəŋkə.,"Потом мы залезали на сопку, сначала по склону сопки поднимались, чай попили на склоне сопки."
i matacikɬa mətraɣtəmək.,И на мотоцикле домой приехали.
ənqo mət… omkəsəkojpə mətɬeməkʔəm ənqo mətjənrəsqanməkʔəm.,"Потом по кустам шли, потом по обрывистому берегу шли."
ŋaɣtaɣnetə mətɬemək jənrəsqətkənata.,До сопки шли по обрыву.
janot rʔetjekwe mətɬeməkʔəm.,Сначала мы по дороге шли.
i ɣər… mətrʔetpenrəmək i ənkə… как же мотоцикл… kowɬorwəqaj.,К дороге вышли и это... Как же мотоцикл... Мотоцикл (букв. маленькая машина).
ənqen mət… это….,Ну... это...
jənrəsq… mətkeŋkeɬenmək ŋajɣəpə ənqo mətrʔet… jənrəsqətkənata mətraɣtətəɬakwanmək.,"Мы спустились с сопки, потом пошли по обрыву, пошли в сторону дома."
i raɬqaŋənwə mətsajomək neme.,И на стоянке (на прежнем месте яранги) мы снова чай попили.
ənqo mətiɬɣətewmək i mətsajomɣomək i mətkaɬetkomɣomək.,"Потом мы умылись и сели чай пить, и начали заниматься."
ənqo ɣətɣəpeɬɣəkaɣərɣən mətʔirɣʔenʔəm.,"Потом перешли ручеёк, впадающий в озеро."
ənŋin kinopɬətkuʔi.,Так кино закончилось.
rəpətkewninet нрзб serute nenaɣtoqenatʔəma.,"Вот этим крюком рыбу протыкая, вытаскивает."
reqo kajaku или kajuku nəɬɣəqine eskimosɬʔʔma.,"Как уж его называют эскимосы, каяк или каюк."
ənqenataŋe….,Таким образом...
ənqene ɣeɬətkənɣəpə janote ʔaneɬotaŋa ninʔejŋewqaat ənnəte mej… mejŋərʔawaŋqətʔanaʔm.,"Он сначала, удя, из-подо льда призывает рыбу, привлекая большой блесной из моржового клыка."
ɣəmnan ɣemo qeɬuq muri qoraɣənretəɬʔəmore.,"Я не знаю, мы ведь оленеводы."
ənqorəŋa….,Потом...
nəmkʔew ɣennuɬin nəraɣtəŋŋoqen.,"Много рыбы поймав, идёт домой."
qorəŋ entk… ɣetejkəɬin kinoke.,Потом это сняли в кино.
nutɣəqeete etʔəm peɬɣoma sama nəwinqinet.,"Они, когда сытые, податливые, смирные."
ənqene aŋqaɬəɣenniŋət ɣesəmʔew nəwinqeet ɣiɬjiŋkə waɬʔət.,"Таким образом, арктические гольцы, пока рядом, подо льдом спокойно ходят."
ətrʔes ənqene.,Вот и всё.
ənqenataŋ nəserujiwqinetʔəm.,Таким образом ловят крюком.
ənqorəŋa… ŋəronwannəɬʔəna seruneŋ ŋaɬɣəsaronaŋəɬʔən ejupineŋ ənqenataŋe….,"Потом трёхзубый крюк, обоюдокрюкое орудие пронзания, таким образом..."
nəɣiɬjiŋetqeetʔəm ənkʔame.,Ходят подо льдом...
ənŋine… eskimoste nʔaneɬoqenat.,Вот так эскимосы рыбачат.
nəɣtoqenat.,Вытаскивают.
ənqen etʔəm aŋqak nʔaneɬoqen eskimos neme.,"Это, наверное, на море удил рыбу эскимос снова."
ʔətwəqej penin ərɣin….,Их обычная маленькая лодка...
tətenmakwʔakʔəm.,Я приготовилась.
ənqo mətraɣtəmək.,Потом поехали домой.
qə… qə… qeɬoqʔəm ja… jepesɣi asajoqəqametwakəɬʔen ənŋin ɬəɣen mətekwenmək.,"Конечно, он ещё не позавтракал, мы прямо так уехали."
mətmaspʔoŋɣeɬeməkʔəm sama kowɬorwətkoɬʔən mitʲa ənin ekək mətənqametwawən.,"Мы собрали немного грибов и водителя Митю, её сына, покормили."
təs... tənwetɣawjoɬɣətkowən tiwən miŋkəri məɬqətək.,"Я позвонила, спросила, куда идти."
weɬətkorajpə məttaməkʔəm mətxɬepənŋeməkʔəm.,"Зашли в магазин, купили хлеба."
ɣəm paŋʔewŋətʔəɬok….,Я в выходные дни...
ənan inikwʔi nane… kowɬorwoo… kowɬorwa mət… mətrejetɣʔe ɣənəɣjaraɣtə.,Она сказала: «Мы приедем на машине к твоему дому».
ətrʔes.,Всё.
ənqo iɬɣəqenjewə mətəpkirməkʔəm.,Потом мы приехали в Эгвекинот.
inikwʔi qəsawpolpereɣeʔm ənkʔam pʔompʔomjosɣənʔəm ənkʔam esɣ… iɬɣətewkinet jaajoɬqəɬte.,Она сказала: «Возьми мыло и корзинку для грибов и купальные принадлежности».
ɣəmnanʔəm tikwʔek eɣej ətrʔesʔəm rʔenut mənpirinet.,"Я сказала: «Хорошо, только что нам нужно взять?»."
mətiɬɣətewməkʔəm.,Помылись.
jetɣʔetʔəm mətekwenmək eɬɣəqanjawetə.,"Они приехали, мы поехали в Эгвекинот."
epeqej eɬɣəqanjawetə mənɣi… məniɬɣətewəsqiwmək.,"«Бабушка, давай поедем в Эгвекинот мыться (в бане)»."
и нас… wetɣawjoɬɣətkoʔe ajɣətwaaɬəna inikwʔi.,И нас... Позвонила Айгытваль и сказала мне:
ənkə nenʔatsajɣəm.,Я там ждала.
təɬama nənwiɬmuriʔm nəpʔoŋɣeɬemore.,"Когда ехали, останавливались, собирали грибы."
ɬəɣen imərʔenutet mətpirinetʔəm.,И много всякого набрали.
ɣəmnin ətɬa teɬenjep ɣanraɣtatɬen ətɬəɣe rintəkewne.,"Давным-давно мой отец, Ринтыкеу, взял в жёны мою мать."
koɬo me... mənɣət mamanen qonpə nəmiɣsiretqinet nəteneɬɣəŋqinet nuwiqinet najməqenat.,"Руки моей мамы постоянно работали: выделывали шкуры, варили, ходили за водой."
sama nəɬɣinəmiɣsirqinet ənin mənɣət.,Ещё у неё очень работящие руки.
murʔʔm qoɬejorosəko mətmejŋenmək ɣəmnin ənineɬʔən rento nuteŋewət sakə kejŋawət ɣəm и jakoqaj вот.,"Мы выросли в другом пологе: мой старший брат Ренто, сестра Нутеневыт, Кейнавыт, я и Якокай."
majŋəŋeɬwəɬ murək ɣenmejŋewɬin ətɬəɣe sama epene.,Отец и дед у нас увеличили большое стадо оленей.
tanjarasəko nenmejŋewmək ətɬʔata qeɬʔu ənan ɣetejkəɬin retem jaraken.,"Мать вырастила нас в хорошей яранге, потому что она сама сделала покрышку яранги."
muri ɣanəmətwamore majŋəjarasəko ii.,Мы жили в большой яранге.
ɣəmnin ɣəmnin ətɬa teɬenjep ɣanraɣtatɬen ɣəməkətɬəɣe.,Давным-давно мой отец взял в жёны мою мать.
taŋwanewan muri mən... mənŋʔomək.,Мы никогда не нуждались.
sit majŋəjarasəko ŋirʔe jorot jorot.,В большой яранге было два полога.
qoɬejorosəkoŋʔəm nətwaqenat epeqej epə.,В одном пологе жили бабушка и дедушка.
nənnən ɣəmənin ətɬʔaken ruɬtəŋewət.,Мою маму звали Рультынэвыт.
ruɬtəŋewət... ətɬʔata muri nenmejŋewmək ətɬəɣe sawsəwak majnə.,Мать и отец вырастили нас в оленеводстве в Майне.
ɣəmnin ətɬa nəɬɣinəm... nermeqin.,Мама моя сильная.
niwiɣəm etanə ɣəmnin ənqene penin quŋəsɣətejkewətumɣən.,"Я думал, это, наверное, мой друг, с которым мы постоянно в шутку боролись."
niwiɣəm məsejwətkuɣʔek kitaquna momawɣʔak.,"Думаю, пойду пройдусь, согреюсь-ка."
sitʔəm nermejɣəm ɣəm nermesitiwəm waŋqaremak tejkewək.,"А я был силач в Ванкареме, практически непобедим."
sinitʔəttʔəɣakanjok remkət qasa enme nəmiɣsiretqinet.,Возле своих упряжек народ уже работает.
təɬʔuɣʔen qoɬ kaŋetwaɬʔən orwəkʔəm.,"Вижу, один нагнулся над нартой."
təɣiteɣʔen qətɬəɣi qərəm qətɬəɣi emnuŋəɬʔən peɣəttu.,"Смотрю — оказывается, это не он, а тундровик Пегыт."
niwqine qoɬ mətinmək nutek ɣetkiwmuri maɣɬaɬʔəmore ɬɣesʔasaŋwəjaseeɣatqen.,"Говорит, как-то раз мы заночевали в тундре, мы на собаках были, дул свежий, очень морозный ветер."
ɬəmənkəri enanwatjewɣʔe əmə inetriɬɣʔi.,Он меня поскладывал в разные стороны и отпустил.
əməɬʔo qoɬ erɣərʔokə təɬqutɣʔekʔəme remkən ewən norɣəmeɣɬetqen.,"И вот, на рассвете, я встал, смотрю — весь народ уже работает у нарт."
sit təɣəntewərkənʔəm inepiriʔi.,"Я хотел смыться, а он меня схватил."
məttejkewməkʔəm.,Поборолись.
nəmŋəɬteɬqen waŋqaremaken kuuweŋe aŋqaɬʔən.,"Ванкаремский Куувэн, помор, рассказывал."
niwi... təŋojŋəkəpɬəɣʔan.,Пнул его по заднице.
нрзб tənaraɣtəna… а təŋetine ənqene qaawjatəɬʔəne ʔəttʔəɣərɣən jʔonenʔəme aɣtannenat ənqen qaat ʔoraŋoonre.,"Тынарагтын... а — Тынэти — пошёл к распрягавшему оленей Ыттыгыргину, отогнал тех оленей в другую сторону."
ɬʔunin təŋetiʔm niwqin ŋaanqenʔəm waj tərkəɬʔiŋən.,"Увидела Тынэти и говорит: «Вон он, производитель!»."
tərkəɬʔiŋən ʔemi.,«Где бык-производитель?».
ʔemi me… а miŋkəriʔəm ənqen tər… tərkəɬʔiŋən ɣeɬqətɬin.,"Где, куда этот производитель ушёл?"
tənaraɣtəna jʔonen ənqe nəpseŋiqinet.,"Тынарагтын пошёл ему навстречу, и они начали разговаривать."
нрзб naqam masɣərɣosaʔəme qaaɣtatəɬʔən ʔureŋunriɬə aaqʔəm… ənqen ji… ɣa… ɣa… ɣakanjot nena… nenareŋatqenat ŋaɬwəɬʔetə.,На возвышенности пастух вон туда тех упряжных оленей гнал от стойбища к стаду.
это… ʔəttʔəɣərɣəne ɣekeŋe pəkirɣʔiʔm.,Ыттыгыргын приехал на оленьей упряжке.
ŋeekkeqeɣti naqam ətri ənqene Наташа и Валерия nəkətɣəntərʔoqenat ɣəroɬmakə ərək.,Ну там девочки — Наташа и Валерия — бегают вокруг них.
а тут ŋeekkeqeɣti ənqen Валерия увидела Романа ənqen ɬʔunin təŋeti.,"А тут девочки... Валерия увидела Романа, увидела Тынэти."
natašanaʔəm niniwqin qərəmen ənqen tərkəɬʔiŋən ənqen дядя Рома.,"Наташа говорит: «Это не производитель, это дядя Рома!»."
tənaraɣtənaʔəm ʔəttʔəɣərɣən nenamŋəɬoqen miŋkəriʔəm tərkəɬʔiŋən jee… ɣeɬ… ɣe… ɣeɬqətɬin.,Тынарагтын спрашивает Ыттыгыргина: «В какую сторону производитель пошёл?».
ɣʔeraqorɬen taŋəməɬʔo ɣejetrʔuɬinete jamɣanəmɣənəmɣəpə... jam... jan... jan... jamna... ɣən... nəmnəmɣəpə.,"В Эракоре участвовали абсолютно все, приехали из каждого посёлка."
eɬɣaatkoŋŋok допустим murɣin remkən ɣʔeraqorɬena.,Перед началом отбивки наш народ участвовал в Эракоре.
ɬɣeɣesewkə ɣatwamore.,Нам было очень весело.
ɬɣen remkən niɬuɬʔetqine.,Люди просто танцевали.
ɬɣinəmkəqin ʔorawetɬʔan ɣejetɬin.,Очень много людей приехало.
pɬətkuke remkəne klubetə ɣeɬɣiɬqətrʔuɬin ənkə.,"Закончив, весь народ пошёл в клуб."
ɬɣenaraɣseɬʔatqenat nəɬɣiteŋəsʔetqin remkən.,"Много ходили в гости друг к другу, очень интересно было."
murɣinet uttət ɣeɬɣijʔetitqetɬinet ŋerɣerək.,Наши дрова совсем промокли осенью.
nəɣekeŋəɬʔetqinet sama nəraswəŋqenat sama nətejkewqinet.,"Ездили в упряжках, состязались в беге и борьбе."
muriʔəm nəɬɣeɬwawmore miɬɣənjunewkə.,А мы никак не могли разжечь костёр.
sama ren... jʔa... ɣaɬɣetaranɬen remkən.,И яраног много поставили люди.
sama nərʔiɬeqinet.,И на упряжках гонялись.
в общем remkən klubək ɣakancertɬen.,"В общем, в клубе народ побывал на концерте."
sama nəɬəɬeptiɬrʔuqinet eɬoɬʔəɬʔetʔʔm.,И пристально смотрели на танцующих.
sama taŋnəreɬqəpatqenat.,И кашу варили.
ну qeɬuqʔəm ətɬəɣe nenamaneɬpənrəqenate amjanra naqam.,"Ну конечно, отец дал денег, причём каждому отдельно."
ənŋinʔəme… нрзб пятьдесят рублей сколько там.,Пятьдесят рублей или сколько там...
neməqej nəmanewanɬasqewqenat.,Тоже приходили просить денег.
qənwet qənwet nətanŋətkoŋŋoqen.,"Наконец, она начала смеяться."
əmmemə qenamaneɬpənrəɣe.,"Мама, дай мне денег."
qonpə nəwiswetsəqiwqinetʔəm nəmanewanɬasqewqenat.,"Они (дети) постоянно ходили играть, постоянно просили денег."
ənkə qeeqənʔəm məwiswəsqikwʔek… автомат.,Я пойду ещё там поиграю.
neme ən… neme ənqen ŋəro… komnata nəjʔoqen.,И опять эта тройка направляется к (игровой) комнате.
qənwet iran… irana nineɬʔuqin sinitkin ekək ejmewəɬʔən ənəkaɣtəʔm.,"И тут Ира видит, как её сын приближается к ней."
ʔetki waj qeeqən mətəɬɣirəwiswenŋərkən.,Мы ужас как хотим поиграть ещё.
murɣinet neməqej nəjetqinet ŋinqeɣti.,Наши сыновья тоже подходили.
ekketeʔm ənŋin ənqen nineɣiteqinʔəm.,Сын стал вот так разглядывать её.
eee… qeɬuqʔəm nenamaneɬpənrəqen.,"Конечно, она ему дала денег."
nʔərʔəjəɬqəŋŋoqen ənŋin waj.,"Она стала делать вид, что она спит вот так."
— tənsikunet.,KTV: — Обработала.
— ага jaraɣtə naɣtatɣət.,"DMP: — Ага, домой тебя пригнали."
ənqo mrene ɣəm naɣtatewəm.,KTV: Потом комары меня загоняли.
— təɣənteɣʔe pʔompʔoŋetə.,KTV: — Убежала за грибами.
ɣəm traɣtəɣʔak.,KTV: Я пошла домой.
ənkʔam təɣeseŋŋonat.,KTV: И начала их собирать.
— tənsikunet.,DMP: — Обработала.
ənqen təntəjaatɣʔan ʔaneɬowərɣən ənqo.,"KTV: Забыла про рыбалку, потом..."
i tənititənet ənkʔam iɣət waj ŋan ŋoonqen.,"KTV: И сварила их и сегодня, вот так вот..."
— trʔiɬeɣʔe pʔompʔoŋetə.,DMP: — Погналась за грибами [смех].
tənititənet iɣət.,KTV: Сварила сегодня.
ɬuute pʔompʔoŋət təɬʔunet ɬɣinəmkəqin.,KTV: Вдруг увидела очень много грибов.
— ii ənkʔam pʔompʔoŋəte tənmiɣsirewnet.,"KTV: — Да, и я грибы обработала."
— ajwe ɣəm sit nʔaɬeɣə… nʔaneɬosqewəm.,KTV: — Вчера я пошла было на рыбалку.
— tənsikunet.,DMP: — Обработала.
— а?,KTV: — А?
ənkʔame qoɬ nitqinet nəmŋəɬteɬqenate taŋamaɬwa waɬʔən ʔeraɣərɣən nətwaqenʔəme.,"И иногда рассказывали, что всякие, самые разнообразные гонки бывали."
qoɬ itɣʔete teɬenjep niwqeet ɣaɣtətantejkəɬi ɣakanjəŋ.,"Как-то раз давным-давно, говорят, очень хорошо была сделана упряжка."
taŋranʔaw orwoor nəɬeqin.,Очень ровно (прямо) шла нарта.
qətɬəɣi ɣakooɬɣəɬen.,"Оказывается, инфаркт схватил его."
нрзб ənqene ɣakooɬɣəɬe ənrʔama rʔiɬeɬʔənʔəm.,А гонщика сразу же схватил инфаркт.
amɣakanjəŋa janottəɬaka pəkirɣʔiŋe.,Только упряжка (без гонщика) пришла за впереди идущим.
teŋɬuŋəməɬeɬʔən teŋewət nəwi… janottəɬak qasa pəkirɣʔi nəwiɬɣʔi.,"Абсолютно без единой поломки (нарта) пришла, возле впереди идущего остановилась."
а etənwənʔəm pe… poqətɣaɣtəjoɬɣo ətrʔes nəɬɣəqin нрзб sʔeseŋwəjisəku.,Хозяина же превратили в трамплин в морозном пару.
janottəɬak minrinetɣʔiŋe ɣakanjəŋa.,За впереди идущим последовала упряжка.
нрзб teɬenjep koɬo rʔiɬesitɬʔetɬeet taŋəmɬʔaɬaŋet taŋəməɬʔo nəmnəmətʔəm.,В старину устраивали большие гонки (соревнования) в течение всей зимы все селения (стойбища).
teŋewət ɬəɣenəwwaɬaw sama rəwwirʔuwninʔəm.,Тут же снежный вихрь и ветер (пар) поднял.
ətrʔes.,Конец.
janratʔesɣəna ŋasɣətʔeɬɣək а ŋas... ŋasɣəŋkə ʔeɬewninʔəme.,Левую постромку слева привязал.
ʔiɬɣən mraŋqa ɣakaŋqoren mraŋʔeŋəkʔəm.,"А правую постромку ездового оленя — справа, к правому полозу (носу) нарты."
məɬʔureɣʔi ənkə naqam piŋetsəŋən ɬəɣenəwwaɬawnen.,Закружил не в ту сторону и прямо снежный вихрь поднял.
ɬuut ʔeqeɬʔeŋa tanŋa ŋaɬɣəɬoŋa nataɣʔan nejpəɣʔen rʔet.,Вдруг враги-иноземцы с обеих сторон обошли и перекрыли дорогу.
ʔiŋət swininetʔəma.,Передние концы нарты обрезал.
jurɣajukʔəma qoɬ itɣʔi ənqena səŋatenməsəkojekwe nəɬeqinʔəm.,Юргаюк как-то раз проезжал вдоль реки с крутыми скалистыми берегами.
neɣiteɣʔen ewəna wəjeɣaɬaɣʔe wjaɬɣaɬaɣʔe ewəna.,"Смотрят: уже и ветер стих (пар прошёл), и снежный вихрь."
enmətkənək napeqowtətewɬaqen.,А он на вершине скалы выколачивает подстилку на нарте от снежной пыли.
nənʔuwewətəɬeqin ʔeqeɬʔeʔm.,Враги начали зажимать его.
muri ŋakaɬɣən ənmənkaw ɣəm ənkʔam qoɬʔəm nataša kanunnʲikawa.,"Мы — Накаль, Ынмынкау, я и это... Наташа Канунникова..."
murəɣreen keɬinəɣjiwetəɬʔən niwqin iʔame majŋəwetɣawərkənetək ənqen neɣiterkənitək.,"Учительница, [которая была] с нами, сказала: «Зачем громко говорите, на вас смотрят»."
qəɣite nəmejəŋqinete umkət.,"«Cмотри, большие кусты!»."
teŋ… teŋkeɬitkukə tanŋənotaɣtə nenŋiwmək.,"Мы хорошо учились, и нас отправили на материк."
tanŋənotak mətəpkirməkʔəm.,Мы приехали на материк.
mətɬʔunet nəmejəŋqinet umkəte.,Мы увидели большие кусты.
ɣəmnanʔəm tikwʔen wane qiwtək ənqene wʔe… wʔeɣti enmen təɬʔunet.,"Я сказала: «Неужели нельзя говорить, траву же увидела»."
ənkʔam akwatəŋŋok niwqinet repkirŋətək tanŋənotak ənŋe iw… ənŋe… ənŋe aɣ… aɣtəwe… aɣtəwetɣawəɬʔatke.,"И перед отъездом нам сказали: «Когда приедете на материк, не надо кричать громко»."
