original,translation
"Ebad kožuškande minun pakuužhe kosaažhe käbedad lentaažed.
",Не подойдут к моей желтой косичке красные ленточки.
"Minun tazo ličaane katet i obr’adit’ pimedaa pil’voo.
",Мое гладкое личико покрыто и закрыто темной тучей.
"Ii paštaškande minun pakuužen kosaažen päle käbed päevoohut.
",Не будет светить на мою желтую косичку красное солнышко.
"Set’jat čičkoohuded, laskaa mamkoo, setaa tatkoo,   mänetaa radoožele ka johtutagataa mindaan’.
","Родимые сестрички, ласковая матушка, родимый батюшка,   пойдете на работушку, так вспомните меня."
"Milen’ siga pit’kad pordoožed i pit’kad ater’joožed,   käduded-ne šuštuškatas, hard’oožed-ne katteškatas,   žal’l’ootas siga ii kelle, papatahtas ii kedamu, basitadas ii kedamu.
","У меня там будут долгие минуточки и долгие часочки,   рученьки-то устанут, плечики надломятся,   пожаловаться там некому, поболтать не с кем, поговорить не с кем."
"Verhaa viluu röönaažoo verhad vilud susedaažed,   verhad vilud raffoohuded.
","На чужой холодной сторонушке чужие холодные соседушки,   чужие холодные люди."
"Mä gor’kii raakoo üks’nein’,   tariž lib kaik kibedad kibužed kibištootta   i sured holuded holutta, abidaažed tirpta i gor’aažed proeditada.
","Я, горькая бедняжечка, одна,   надо будет все больные боли переболеть   и большие заботы перенести, обидушки перетерпеть и горести пережить."
"Setaa sä tatkoo, näehtaa minun päle,   minun kaediden hard’oožiden päle,   laskaa mamkoo, näehtaa minun päle,   mit’ mä krasuime i mit’ mä vol’uime set’jän tatkon korttas gornicaažes   nečida tazod lavašt’mu, laskvan mamkoožen pezaažes.
","Родимый ты батюшка, посмотри на меня,   на мои узкие плечики,   ласковая матушка, посмотри на меня,   как я красуюсь и как я волююсь в высокой горнице родимого батюшки   на гладком полу, в гнездышке ласковой матушки."
"Jäl’g’määčen kerdaažen krasuime i vol’uime,   mä sädime i ladime ičen’ käbedihe krasaažihe,   ičen’ sinižihe sädoožihe.
","Последний разочек красуюсь и волююсь,   я одеваюсь и наряжаюсь в свои красные красотушки,   в свои синие наряды."
"Ii rišt milen’ nügüt’ ni krasuudazhe, ni vol’uudazhe.
",Недолго мне теперь красоваться и волеваться.
"Mä norikaane i glupaane viher heinaane,   mä kirbotin’ i kadotin’ ičen’ käbedan krasaažen pimedaa ehtaažoo.
","Я молоденькая и глупенькая зеленая травинка,   уронила и потеряла я свою красную красотушку темным вечерком."
"Lendi, lendast’ käbed krasaane, vaaged vaadaane,   holetoo eloone päliči lagedįš pöödoožiš, päliči mustįš mecaažiš korttįš,   lagedįš sohuziš, päliči tazooš nituužiš.
","Улетела, упорхнула красная красотушка, вольная волюшка,   беззаботная жизнь через ровные поля, через высокие темные леса,   открытые болота, через ровные луга."
"Lendi lendast’, ül’häšti ištuuhes, edhašti lendast’,   milen’ enamb ii ni kulištada, ii ni homaata   ičen’ käbedad krasašt’, ičen’ vaaktad vaadad.
","Улетела, упорхнула, высоко села, далеко улетела,   мне больше не услышать, не увидеть   свою красную красотушку, свою вольную волюшку."
"Set’jat čičkoohuded, tulob käbed praznikaane,   vesoo Mikolaan’e, johtutagat mindan’.
","Родимые сестрички, придет красный праздничек,   веселый Никола, вспомните меня."
"Tulob čoma käbed kevadoo, käbed kezaan’e,   paštaškandob paštaa päävoohut, jokseškatas joksjad joguded, joksjad ojaažed,   lendaškandob lendaa libed linduune, käbed kägoohut,   lendab alhašti, ištuse ani lähäšti,   kukkuškandob ani abidašti,   johtutagat mindaan’ norikaašt’ i glupaašt’ viherad heinad.
","Придет красивая красная весна, красное летушко,   засветит ясное солнышко, побегут быстрые реченьки, быстрые ручеечки,    прилетит милая птичка, красная кукушечка,   полетит низко, сядет совсем близко,   будет куковать очень тоскливо,   вспомните меня, молоденькую и глупенькую зеленую травинку."
"Set’jat čičkoohuded keradasoo i kogodasoo,   sädasoo i ladišoo ičezoo ves’laa kampan’jaažoo,   ičezoo čomaa partejaažoo.
","Родимые сестрички собираются,   одеваются и наряжаются своей веселой компанией,   своей красивой ватагой."
"Set’jat čičkoohuded, pašt’jat podruškaažed, laskvad neičukaažed,   tulob čoma vesoo pühäpanomaane,   mä tulen i joksen verhaa viluu röünaažoopää verast vilut tul’joomu,   ka te aagat mindaan’ pöl’gästugat,   aagat mindaan’ vareegakat, prim’gät i prigolupkat ičetoo vatagaažhe,   ičetoo kampan’jaažhe mindaan’ verast vilut tul’joomu.
","Родимые сестрички, милые подруженьки, ласковые девушки,   придет красивый веселый мясоед,   я приду и прибегу с чужой холодной сторонушки с чужим холодным ветром,   так вы не испугайтесь меня,   не бойтесь меня, приголубьте и примите в свою ватагу,   в свою компанию меня с чужим холодным ветром."
"Naroošnijad ende ol’ba kožeunikad.
",Раньше бывали кожевники.
"Sügüzuu kožeunik tuleb, zabiraib i mest’ kevadoo tob.
","Осенью кожевник придет, заберет [кожи] и весной снова принесет."
"A voinihesaa emaa tegiške iče.
",А до войны сами не выделывали.
"Oučinad tegezoottibad, masterad oliba.
","Овчины отдавали выделывать, мастера были."
"Požariššaa oli oučenik.
",В Пожарище был скорняк.
"Sapkad ombleibad iče, harvaane pauktel’, ku i mahta, pahemba kaikučes kanzas oli omblei.
","Сапоги шили сами, редко кто нанимал, если сам не умел, чаще всего в каждой семье был сапожник."
"Sur’ kanz ka midak paukata, siloo dengas-se nuuž ol’.
","Если семья большая, зачем нанимать - ведь тогда в деньгах-то нужда была."
"Kivoo jaahlimaa.
",Мололи на жернове.
"Kooz vähääne ka mellicale veda ii mida, ka karznas kivi.
","Когда мало [зерна], то чего везти на мельницу – в подполье был жернов."
"Oma voo erasil’.
",У некоторых еще и теперь есть.
"Voinan aigaa-se muret’he.
",Во время войны-то их разбили.
"Kived tegi kivinik.
",Жернова делал каменщик.
"Hänoo stal’ni kokš i kokšib, kokšib i kivuden tegeb.
","У него стальное долото, он долбит, долбит и сделает жерновок."
"Požariššaa Iljaane tegel’ da Jehim, Grišan poig tegel’ kived.
","В Пожарище Илья делал да Ефим, сын Григория, делал жернова."
"Sur’man pästtas kivoo.
",Крупу мололи на жернове.
"Hänen lendad kebmaažo ani, nu ka hän surim jokseb-gi, a jügedan pästäd – jauh.
","Приподнимешь его легонько, ну, и бежит крупа, а если опускаешь тяжесть – то мука."
"Hebood’ ende на vol’u pästlim.
",Лошадей раньше отпускали на волю.
"A ved’ erašti kondi-gi sölel’, öö-se.
",А ведь иногда ночью-то и медведь нападал ('съедал').
"Hebon erašti tabadab da karfhimu i söb.
",Поймает лошадь да с шерстью и съест.
"Kondid’ om.
",Медведи есть.
"Händikhid’ voinan aigan tegišken’zihe ka poloo ku lambhid’ joksenz’.
","Во время войны волков стало [так много], что [они] как овцы по двору бегали."
"Händikhid’ rikliba.
",Волков убивали.
"Lambast ii voind polole pästta, söbä srazu.
","Овцы нельзя было на двор выпустить, сразу съедят."
"Hän ühten raudoohe sai.
",Одного [волка] он в капкан поймал.
"Hän raudoomu-se jokseb da jäl’gmä Požariššale zagoniba, ka hän pertjäčhe skokaht’, tapet’he kaluu, dorikot’he.
","Бежит он с капканом, да потом его в Пожарище загнали, так он заскочил в сени, его палкой били и добили."
"A kondjad rikiba edoopää muga: kaks’ mecnikad käudäs, näget, mechudoo.
","А медведя раньше убивали так: двое охотников ходят, видишь, на охоту."
"Ka koirad-ne mujaba, miš hän vidas magadab, ičelenze pezan tegeb.
","А собаки-то чувствуют, где он там в чаще лежит, берлогу себе делает."
"Katkoib mechaažid’, kopan kaivab da kaiken zaroib i magadab sigä.
","Наломает он деревьев, выкопает яму, все зароет и спит там."
"A koirad homaatas, mändäs i nutaškatas.
","А собаки заметят, пойдут и начнут лаять."
"Tedustabad necen kondjan ka kaiken taaven i vard’otas konz lähteb.
","Узнают об этом медведе и всю зиму караулят, когда он выйдет."
"A nazšvaihobo nened rikjad jegarid’.
",А назывались эти охотники егерями.
"Heid’ vuizovibad i tuudas i rikoba.
",Их вызовут; они придут и убьют [медведя].
"Olišken’zin’ mina voo rikmas, nakka Vaugd’ares, muštan.
","Ходил и я, помню, там на Белом озере убивать [медведя]."
"Rahvast äjan keratas, staviba ninga mez’ mehehesaa metra tri ili čatire muga, a hän sigä skambläžoo ištub jegar’, kooz hän jäviše.
","Народу соберут много, поставят так мужиков в трех-четырех метрах друг от друга ('мужик до мужика'), егерь сидит на скамеечке, пока он [медведь] оттуда появится."
"I jäl’goopää čopaatas kokovaa libo mil’ni, hän tačiše sigäpää fosnib pezaspää.
","Потом сунут туда [в берлогу] палкой или чем-либо, он оттуда из берлоги выскочит."
"Erašti voo rikta ii voo, uidib, ka päle tačise.
","Иногда еще и убить не могли, убежит, так бросался [на людей]."
"Siloo oružkuluužed tühjad olel’ba, i voind rikta da uidi.
","Тогда ружьишки плохие были, не смогли убить, да и убежал."
"Hän udhessaa panese mest’ kunani, joksehtab da mest’ panese.
","Он снова уляжется где-нибудь, побегает и снова уляжется."
"Siloo eba sönd lihad, a nügüt’ söölimaa lihad.
","Тогда мяса не ели, а теперь едим."
"Homen Sodjärves sįrpühäpäi.
",Завтра в Сидорове сырное воскресенье.
"Sigä časoon’ ol’.
",Там была часовня.
"I jumaa abutab spraudaze.
",И бог поможет поправиться.
"Kül’beteleba erased.
",Некоторые купали [коров].
"Kül’betab i lehm spraviše.
","Утром искупает, и корова поправится."
"Ved’he kastaatas i pezeba.
",В воде намочат и вымоют.
"Potom rat’k jumaloiš mänomaa kaik sigapä.
",Потом под иконами проходят все оттуда.
"Kaikuččen jumalaažen tervehtad.
",Каждую икону поцелуешь.
"Kooz ristit läžub ka mugažo kül’ptaaze toivotabad A nügüt’ časooniš-se jo laahk, časoonin’-se muret’he.
","Когда человек болеет, то тоже дают завет выкупаться."
"Emaganpäiv.
",Успенье.
"Oluzid’ äjan keitäbäd.
",Пива много варят.
"Edoo käelimaa pagastha.
",Раньше ходили в церковь.
"Stroičkijan sobatan muštlimaa roditel’ad.
","В троицу, в субботу поминали родителей."
"Pagastha mäned, sigä lugeba longeližen.
","Идешь в церковь, там могилы, там обедню служили."
"Vederištmiden taavoo mugažo toivoteliba kül’ptaaze.
",В крещенье зимой тоже давали завет выкупаться.
"Erašči pakaane paigutab mugoone.
",Иногда такой мороз трещит!
"Čopaadase mez’, kädes pidäb.
","Окунется ('сунется') человек, а его за руки держат."
"Miše i hvatiž jaagad, mugoman tehtas süvän proluban laidale.
","Прорубь делают, такую глубокую, чтобы ноги не доставали [до дна]."
"Čopaadaaze, mest’ kädes ličkäidad, hän sobaadaze, vinad šarahtootab dei kaik.
","Окунется он, опять за руки его выдернут, он оденется, вина трахнет и все."
"Minun muštvaa bol’nicuid’ iilišken, tol’ko pagastaa stroit’he, eka mä i kuliške en.
","На моей памяти больниц не было, только на погосте построили, а то я и не слыхал."
"Erasen ruboo valab kaiken, nu hän toivotab kül’ptäze vederist’man i lähteb, tervneb mez’.
","Иного всего нарывами покроет ('зальет'), ну, он даст завет в крещенье искупаться, и пройдет, выздоровеет человек."
"A kooz živat läžub, ka ol’d’he koudunad.
","А когда скот болеет, то бывали колдуны."
"Kutni sül’geb, burbotab, burbotab, miččen-se malitvan, sül’geb koume kerdad, «amin’», da i spraviše.
","Как-то плюнет он, бормочет, бормочет какую-то молитву, плюнет три раза, [скажет] «аминь» – и поправится."
"Nece ol’.
",Это бывало.
"Milaa naku ailaa čokii bokha, mä san: «Tari hot’ vedaada oliž bokha».
","У меня тут в бок кололо, я говорю: «Надо бы „потянуть” бок»."
"Mamšile mäniin’ da ninga sormoo vedel’, vedel’ da sül’k koumašti da heit’.
","Пошел я к старухе, она так пальцем водила, водила, плюнула трижды, и перестало."
"I nügüt’ oma mamšid’ mahtaba ugovorida i purendas.
",И теперь есть старухи – умеют заговаривать и грыжу.
"Näged pureb tukun nakhu libo mest’ žo ugovoriba mamšid nened.
","Образуется тут шишка, опять же старухи заговаривают."
"Ukod erased mahtit’he.
",Умели и некоторые старики.
"Erased navodiše čomas, a sid’ tegoba muga, miše eba voi üks’ ühtet nähtä sil’miš.
","Иногда некоторые хорошо любят друг друга, а потом сделают так, что не могут друг на друга смотреть."
"I kuidab se žo, kuidab muga, miše üks’ ühteta eba voo ooda.
","И присушивает тот же, присушит так, что друг без друга быть не могут."
"Kooz stroid’ pertin’ libo lävän ka pakičetį tahole, mäned i kumardatį, pakičetį jumalaa: «Pertin’ ižandaane, lävän ižandaane, pästkät nečile tahoožele».
","Когда строишь дом или хлев, то просишься на место, пойдешь, поклонишься, попросишься у бога: «Дух дома, дух хлева, пустите на это местечко»."
"I stavite.
",И строишься.
"Kooz paned saamed ka kaikutčehe saamudehe paned kukinkarangod, mugomad čopitajad oma poloo-se.
","Когда ставишь сруб, то в каждый угол кладешь шиповник, такие колючие бывают на дворе."
"Nu ka kaks’ barbašt’ paned kaikuččhe saamhe i gospodi ...
","Ну, так по две веточки ставишь в каждый угол и господи..."
"Libo paned jumaačhe saamhe voo kel ood’he ka zolotejan, libo sigaa vaskhišt paned, miše kuti vįkupit’ tahod.
","Либо в «божий» угол, у кого есть, так кладет золотой рубль, либо медные там кладешь, как бы выкупаешь место."
"Mugažo i kil’betin’ stroid’, kaiken paznįčed, ezmääčen kerdan küüdugan teged, artutid’ tarbiž sada.
","Так же и баню строишь, заделаешь пазы, [если] первый раз делаешь каменку, то нужно достать ртути."
"Erašči pezese hond ningoo mez’, a sä jäl’ghe mäned i sindaa zaražaib.
","Иногда моется плохой человек, а ты после него пойдешь, и тебя заразит."
"Nece primet sur’ – artut’uu vįčišaib.
","Это большая примета, ртутью очищает."
"Kooz živat hondole jäl’gele putub ka koodun sab, tuleb živat.
","Когда скот потеряется ('на плохой след попадет'), то колдун найдет, скот придет [домой]."
"Paksušti kezaa slučaiše nece.
",Летом это частенько случается.
"Päst’ad živataažen da sanud: «Mäne sä», da hondoo časuu ozaidase, hän mäneb da igaks.
","Отпустишь скотинку да скажешь: «Иди», да окажется в недобрый час, то уйдет и навеки."
"Nu nece Senčih-mamšiine sab, se mahtab.
","Ну, эта Сенчиха-старушка найдет, она умеет."
"Ühtsan drobišt’ ol’ drobižed paneb, drobižile sigä lugob nene vaihed i mäb’ tačib tagaspäti i sanub: «Ankat nece živatinaine nečikš časuks, eka ambun libo rikon».
","Было девять дробинок, кладет девять дробинок, прочитает эти слова, пойдет, бросит их наотмашь и скажет: «Отдайте эту скотинку к этому часу, а то застрелю или убью»."
"He i tačiba, nene besad.
","Они и выбросят, эти бесы."
"I sičas oma voo.
",И сейчас еще есть.
"1.
",1.
"(Muna).
",(Яйцо).
"(Pondal)   2.
",(Пондала)  2.
"– «Keritud, breitud, mina sindaiž vargiičen».
","– «Стриженный-бритый, я тебя стерегу»."
"(Aid püudon vargiičeb).
",(Изгородь поле стережет).
"3.
",3.
"Ken tulob, se i kät’ andab.
","Кто придет, тот и руку подает."
"(Uksos pang).
",(Дверная ручка).
"Penikäine koiraine ii nuta, nikeda pert’he ii pästa.
","Маленькая собачка не лает, а в дом никого не пускает."
"Ken tulob, se i tervehtab.
","Кто придет, тот и поцелует."
"(Kauh g’ödos).
",(Ковш для питья).
"6.
",6.
"Käub irdau bajar’ mehovijiš pövuiš kezan i taufhen.
",Ходит на дворе барин летом и зимой в меховой шубе.
"(Barak).
",(Баран).
"7.
",7.
"Kaks’ vellest päliči tes elotas, toine tošt’ ii nähkoi.
","Два брата через дорогу живут, друг друга не видят."
"(Süumad).
",(Глаза).
"8.
",8.
"Vauktad kanaižed išttas ühtüu puhuduu.
",Белые курочки сидят на одном насесте.
"(Sus hambhad).
",(Зубы во рту).
"9.
",9.
"Ajab, ajab gäl’ged iile, čapab, čapab, čakad iil’e.
","Едет, едет, следу нет, режет, режет, крови нет."
"(Venehuu ajetas gärves).
",(На лодке едут по озеру).
"10.
",10.
"Nel’l’ sizart kustas üht’he vädrha.
",Четыре сестры мочатся в одно ведро.
"Nel’l’ vellest ühten šläpän au seištas.
",Четыре брата под одной шляпой стоят.
"(Stolg’augad).
",(Ножки стола).
"12.
",12.
"Staruhaine kaik soumaižed proidub, ühthe soumaižehe siižutasob.
","Старушка все уголочки пройдет, в одном уголочке остановится."
"(Vast).
",(Веник).
"13.
",13.
"Püčuine staruhaine, gorbatįaine, kaik püudod g’oksendob, ühthe soumaižehe ištuso da voden čelijan ištub.
","Маленькая старушка, горбатенькая, все поля обегает, в один уголочек сядет да и сидит целый год."
"(Sir’p’).
",(Серп).
"14.
",14.
"(Kaži).
",(Кот).
"15.
",15.
"Must härgäine diki gölläkaz, imi äjak vet and aa, ka kaiken göb.
","Черный бычок много пьет ('пьющий'), хоть сколько воды дай, все выпьет."
"(Küuduk).
",(Каменка в бане).
"Penes gärvudes lahnad vätas.
",В маленьком озерке лещи играют.
"17.
",17.
"Siniine paid, vauged paid, mi paidas – maged.
","Синяя рубашка, белая рубашка, что в рубашке – сладко."
"(Sahar).
",(Сахар в пачке).
"(Järvenkülä).
",(Озера).
"18.
",18.
"Čер čephe i lop päčhe.
",Цепь в цепи и конец в печи.
"(Vorenc).
","(Воронец – полка, протянутая в избе от стены до печки)."
"19.
",19.
"Persken al läm, nenan tüves vilu.
","Под задом тепло, под носом холодно."
"20.
",20.
"Südaimespei supaleine, a irdoupei kromeine.
","Изнутри кусочек, а снаружи горбушка."
"(Kudei sirp’uu).
",(Лунный серп).
"21.
",21.
"Ivoo itkeb mägen päs.
",Иван плачет на горе.
"(Tohuz palab).
",(Свеча горит).
"22.
",22.
"Siižub divo pertiš, tarbi divod ponukoita, jougoil’ i käzil’, muite divo ii lähte.
","Стоит диво в избе, нужно диво понукать ногами и руками, иначе диво не пойдет."
"(Stavinad).
",(Ткацкий стан).
"23.
",23.
"Märg vaza aidan taga.
",Мокрый теленок за изгородью.
"(Kel’).
",(Язык).
"24.
",24.
"Lehm tanhou, sarved irdou.
","Корова в хлеву, рога на дворе."
"(Päč lämpt’ab).
",(Печь топится).
"25.
",25.
"Eduu oreine, keskuu kereine, jäl’giči labideine.
","Впереди шило, в середине клубок, сзади лопатка."
"(Kana).
",(Курица).
"26.
",26.
"(Hiinregi vedas jädmö).
",(Воз сена везут по льду).
"27.
",27.
"Kehker ku kudai, viher ku vast.
","Круглый, как луна, зеленый, как веник."
"(Nagriž).
",(Репа).
"(Sodjärv).
",(Сидорово).
"28.
",28.
"Must härgääne, hirašine händaan’e.
","Черный бычок, травяной хвостик."
"(Mustik).
",(Черника).
"29.
",29.
"Nel’ sizard jäl’gete joksetas.
",Четыре сестры друг за другом бегут.
"(Kerimaažed).
",(Мотовило).
"30.
",30.
"Poloo kromaane, pertiš šlikuune.
",На дворе горбушка – в избе кусочек.
"(Parz’ seen’as).
",(Бревно в стене).
"31.
",31.
"Haug meres, a händ ülhän.
","Щука в море, а хвост наверху."
"(Kauh vezilačun röunäs).
",(Ковш на краю ушата).
"32.
",32.
"Mustaa mecaa taigin hapnob.
",В черном лесу квашня киснет.
"(Muražmät).
",(Муравейник).
"33.
",33.
"Sadajaugaane, kaikučoo zapol’kaa hüpib.
","Стоногий, в каждом поле прыгает."
"(Ägez).
",(Борона).
"1.
",1.
"Koir nutab – tullii kandab (Pondal).
",Собака лает – ветер носит (Пондала).
"2.
",2.
"Kadoi kana kap’kehe.
",Запуталась курица в отрепьях [запутался человек в своих делах].
"Kel’uu päd et söta.
",Языком головы не прокормишь.
"4.
",4.
"Sinun oza vuu kättes magadab.
",Твое счастье еще в люльке спит.
"5.
",5.
"Laskau laps’ kaks’ mamad imeb.
",Ласковое дитя две матери сосет.
"6.
",6.
"Näukhiine kül’aižele ii veri.
",Сытый голодному не верит.
"7.
",7.
"Huba not travib katl’an.
","Плохой невод котел портит [котел ржавеет, когда варить нечего]."
"Mužikata ak kuti aidatoin’ haumeh.
","Жена без мужа, как поле без изгороди."
"9.
",9.
"Ozavale kukoi munib, ozatomale ka i kana ii muni.
","У счастливого петух несется, у несчастного и курица не несется."
"10.
",10.
"Eläb kuti märgän mecan puutab.
","Живет [так], как будто мокрый лес жжет."
"11.
",11.
"Koumhesai pap’ pajatab.
",Поп до трех раз поет.
"12.
",12.
"Sügüzliine maid tariž oraižuu söda (a ii luzikau särpta).
",Осеннее молоко надо шилом есть (а не ложкой хлебать).
"13.
",13.
"Sibitamata i pahk ii ištte (Järvenkülä).
","Не почешешь, и пупырь не вскочит (Озера)."
"15.
",15.
"Mitte tannassija, muga i živateine putui.
","Каков двор, такова и скотинка (попалась)."
"16.
",16.
"Laskou vajeh kivhe riigun tegeb.
",Ласковое слово камень продолбит ('в камне дыру сделает').
"17.
",17.
"Pen’t’ ed kazvata, surt ed homeiče.
","Маленького не вырастишь, большого не увидишь."
"18.
",18.
"Ozr orheižes, а laps’ vagheižes.
","Ячмень со всходов, а ребенок сызмала [виден, какой будет]."
"19.
",19.
"Ičein hebuu keskuu redud ii häkoi.
","На своей лошади [едешь], посреди грязи не выгонят."
"20.
",20.
"Verhau hebou ajad, keskuu redud kükstas.
","На чужой лошади едешь, посреди грязи выгонят."
"21.
",21.
"Mi meles, se i keles.
","Что на уме, то и на языке."
"22.
",22.
"Hüvä vävu, da harvemba kävu.
","[Ты] хороший зять, да реже приходи."
"Liib liiban kandab.
",Хлеб носит хлеб.
"24.
",24.
"Kus länged, a kus pihthed.
","Тут хомут, а там клещи."
"25.
",25.
"Laps’ ii väriže, ka mam ii kacuhta.
","Дитя не плачет, мать не разумеет ('не посмотрит')."
"26.
",26.
"Bohat kut zatrib, a gol’l’ kut voib.
","Богатый [сделает], как вздумается, а бедный – как сможет."
"27.
",27.
"Ele veid, ka radi i rahteid’.
","Нет масла, так рад и отопкам."
"28.
",28.
"Hüvä meles, a gor’a reges.
","В мыслях хорошее, а на возу горе."
"29.
",29.
"Toivoi toivotab, a Varoi varastab.
","Обещанного три года ждут ('Тойвой обещает, а Варвара ждет')."
"30.
",30.
"Hänuu sonzar’ kelüu ii ištu (Ladv).
",У него блоха на языке не сидит [так говорят об очень разговорчивом человеке] (Ладва).
"31.
",31.
"Mitte katus, mugamoo jaugad oigendad.
","По одежке протягивай ножки ('каково одеяло, так и ноги вытянешь')."
"32.
",32.
"Proud om kal’hemb kuudad.
",Правда дороже золота.
"33.
",33.
"34.
",34.
"Ii kaliž ole čomuz’, a kaliž om pä.
","Не дорога красота, а дорог ум ('голова') (Пелдуши)."
"(Pecoil)   35.
",35.
"Otjale ügz gräh, a sanujale sada grähäd.
","Взявшему – один грех, а сказавшему – сто грехов."
"36.
",36.
"Hubusen muštad, a hüvüsen hätkemba muštad (Vägjär’).
","Плохое помнишь, но хорошее дольше помнишь (Белое озеро)."
"37.
",37.
"Pal’as ku kindaz.
","Гол, как сокол ('голый, как рукавица')."
"38.
",38.
"Gräh suhu ii mäne, suspää lähtob.
","Грех в рот не идет, а изо рта выходит (так говорит верующий человек, оправдывающий несоблюдение поста)."
"39.
",39.
"Mitne kandoone, mugoo i vezaane.
","Каков пень, таков и отростень."
"40.
",40.
"Sarnaspää vaihid’ ed roji.
",Из сказки слов не выкинешь.
"41.
",41.
"1.
",1.
"Endo mijau praznuidihe Gürginpäjan (primetoitas).
",Раньше у нас праздновали Юрьев день.
"Gürginpäjan päivau piittas värtnäd da neglad vaumheks, miše ii nähta hiid’.
","К Юрьеву дню уже заранее прятали веретена и иглы, чтобы не видеть их."
"Gesli nägištad Gürginpäjan neglan, ka nägištad kezau madon, a nägištad värt’nan ka nägištad kezau kondg’an.
","Если в Юрьев день увидишь иглу, то увидишь летом змею, а если увидишь веретено, то летом увидишь медведя."
"2.
",2.
"Živatan pästtos ala sano «Nu, nu, mäno hot’kemba», ika mecauk otab, libo: «Nu lähto sitpäi, mä, gul’ai», sanud ninga vaihen, ka mecauk otab živatan.
","Когда выпускаешь корову, не говори: «Ну, ну, иди быстрей» или: «Ну, иди отсюда, иди, гуляй», не то леший возьмет корову."
"Gesli otab da hätkelo lüuta ii vįigii, ka pandas gostincad mecba.
","Если возьмет да долго не могут найти ее, ставят гостинцы в лес."
"Kaks’ kromašt’ vastaiti čapetas kaurigaspäi, solad sipl’otadas, munan vauktas kanaspäi, potom pandas geršiižen kuivatut, tol’ko geršiižen, a tošt kalad ii pangoi, libo haugin hambhad kuivatut, potom tabakod pandas, spičkad pandas, saharad pandas, čajud, rusttad šuukud pandas, nitiižid’ rusttid’.
","Две горбушки хлеба отрежут от буханки, соли насыпят, яйцо от белой курицы, потом положат сушеный ершик, только ершик, другую рыбу не кладут, или высушенные щучьи зубы, потом табак кладут, спички, сахар, чай, красного шелка кладут, красные нитки."
"Ninga tukuižehe murdkädolo sidotas libo šauguižen murdkädolo omb'uutas.
",Так завязывают узел левой рукой или мешочек сошьют левой рукой.
"Mändas mecha da kuume kudambus om ladvašt’ puhudos, sen puhudennoks, sihe puhudoho riputadas, a kumardasoiš kuumhe tesaraha, pakitas nenid mecaukoid’ da mecaakoid’ da lapsid’, detkon da bapkon da služankoid’ ninga pakitas.
","Идут в лес к такому дереву, у которого три вершинки, на это дерево повесят [гостинцы] и кланяются в три стороны, просят этих леших и хозяев леса, их детей, деда, да бабку, да служанок."
"Kumardasoiš da neno gostincad gättas.
","Так просят, кланяются и эти гостинцы оставляют."
"Toižuu päivau živatan lüutas-ki.
",На следующий день находят корову.
"Udon läväižen stroib ižand, ruun’aib pohg’an i semendab kuumeiččed güväd: ozran lehmživatan täht, rugihen hebon täht, kagran semendab lambhiden täht, miše plodihezoiš pahemba neno živataižed da elotaiž.
","Новую хлевушку построит хозяин, разровняет пол ('дно') и посеет зерна трех сортов: ячмень для коров, рожь для лошади, овес для овец, чтобы плодились лучше эти животные и жили."
"Potom panob gostincad (lahg'an) ühcandon lahkon allo lagehe i taričeb: «Ižandaine, emagaine, primgät minun živataine, ningitte-se naku karvau, must sigau libo rusked, neceverd-se minäin’ hiid’ om, i plotk’at i rot’k’at enamb, ustaug’at, beregoikat, sötkat i götkat, maganzoitkat spokoino».
","Потом кладет гостинцы (подарок) под девятую потолочную доску и предлагает [домовому]: «Хозяин и хозяйка, примите мою скотину, такого-то цвета (черного там либо красного), столько-то у меня их есть, пусть плодятся и родятся ('плодите и родите'), охраняйте и оберегайте, кормите и поите, пусть спят спокойно»."
"4.
",4.
"Pandas kanan haudumaha.
",Ставят курицу [яйца] парить.
"Haudub kana, pästab poig’aižid’, sigau viž libo kuz’.
","Выпарит курица, выпустит цыплят, пять там или шесть."
"Neno poig’aižed täuzigau pästtut, elotas sur’he pühazosai.
","Эти цыплята вырастут, живут до великого поста."
"Sures pühäs tulob edohko äjädpäjad sur’ nelläns’päi.
",Во время великого поста до пасхи наступает страстной четверг.
"Suren nellänspäjan vast pandas öks vaumeks güväižid’ stolan allo, kanoile homesoks söda.
",В ночь на страстной четверг кладут под стол зерна для куриц к утру.
"Kanaižed eduu päivanuuzmad tom stolan allo da stolan au sötad da i pagižet-ki: «Kut neco stolaine ii käu laptaha nikuna pertišpäi, muga i neno minun(živataižet) kanaižed ii käutas laptaha mun’m’ah'a nikuna ičiin’ horomaižispäi».
","Куриц принесешь до восхода солнца под стол, кормишь под столом и говоришь: «Как этот стол не ходит никуда из избы, так пусть и эти курицы не ходят нестись на сторону от своего двора»."
"Nu ka hö igan muniškatas ičezoi horomaha, piitoho mun’m’ah’a laptaha lähtkoi ii.
","Ну, и они всегда будут нестись на своем дворе, в неизвестное место на сторону нестись не пойдут."
"Kaik.
",Все.
"5.
",5.
"Kazdas ningimad čokkaižed, metran kortte da i korttomb erasos sijas kazvab.
","Растут такие колючки метровой высоты, да и выше в некоторых местах растут."
"Tačid da putub sobaha ka erigoitta ii sa.
","[Если] бросишь ее, да попадет в одежду, то не оторвать."
