original,translation
"Nu a siit sinnä d’o Koikkarih mänet ka D’ürkän küläd da kai.
","Дальше Койкар я не была, а в Гирвасе я была."
"– Midä rodu eli Čarniemez, muštadgo?
","– Какой род жил в Чарнаволоке, помнишь ли?"
"Ka tožo, eli (muštan vähäižel kouz minä d’o kačo mänin heile miehele) ka nu muga kalat suadih da hresjansvat, peldod vähäine niitetäh da külvetäh da üks oli vel’l’este kaks oli Fed’a da Semuoi.
","Жили (помню немножко, когда я уже вышла замуж) два брата: Федя да Семуой, рыбу ловили да крестьянское хозяйство вели, земли немного было, пахали, сеяли да косили сено."
"D’agettiheze ühtel lehme toižel lehme da siid hebuoi miehele vai siid eletäh.
","Потом они разделились, у одного – корова, у другого – корова, да каждому по лошади."
"– Kui heidän rodud sanottih?
",– Как их род называли?
"A muid rodud eini olnu.
",А других родов и не было.
"Sižär oli heil sigä Sürd’äz miehel oli, Sepän se...
","Сестра была у них в Сюрде замужем, Сепян..."
"ei Sepän, nu Sepän Ignat’ouna se tütär se, vahnemme (vahnemme ~ vahnembe) minum muatuškad oli Sürd’äs miehel Trikus.
","не Сепян, ну, Сепян Игнатьевна, старшая сестра моей матушки, была в Сюрде замужем в Трикку."
"Vastai kävüimme gostih da kai a muid ei olnu.
",Друг к другу ходили в гости.
"Vie eräz oli sizär da lidaz (lidaz ~ lidnas) oli miehel, entiä miittumal, sidä en nähnü.
","Да еще другая была сестра, в городе была замужем, не знаю за кем, ее не видела."
"Dašaks kirguttih...
",Дашей звали...
"A en tiedä kel oli miehel.
","Я не знаю, за кем была замужем."
"Se oli nuorin sizär, lähti kuharkuoimah lidnah da siid sigäi miehele mäni, tägä, Petrovskuoil.
","Она была младшая сестра, пошла в кухарки в город, и замуж вышла в Петрозаводске."
"Sepinät.
",Сепины.
"– Sepinät?
",– Сепины?
"– Kaks vel’l’ste?
",– Два брата?
"Kaks vel’l’este oli, Fed’a da Semuoi, Sepinüöikse kirguttih.
","Два брата было, Федя и Семуой, Сепинами называли."
"– Pühärves?
",– В Святозере?
"Oša se sie oli miehel, Trikuit tožo kaks vel’l’est oli Fed’a da Vas’a, Oša se oli Vas’al miehel.
","Оша там была замужем, у Трикку тоже два брата было: Федя и Вася, Оша была за Васей замужем."
"Nu da lapset kačo rodittiheze muid ielnu roduvehid ni kedä.
","Ну, да дети, видишь ли, пошли, другой родни не было никого."
"Bedn’akat, toko ainos salvettih da nenile bohatuoile niitettih da muga elätettih lapsit.
","Бедняки были, все время плотничали, да богатым косили, да так поднимали детей."
"Miitutte rodud?
",Какие семьи?
"– Kedä rodud eli?
",– Кто жил?
"Se Sepinüöiden vai ei, vai kaikki?
",Это Сепиных или всех?
"– Kaikkid!
",– Всех!
"Nu ka kaikkid oli siid oli bohatuoid dai keuhid oli dai kaikkied (kaikkied ~ kaikkid) oli.
","Ну, всяких было, были богатые и бедные, всякие были."
"– Sano famil’aid?
",– Назови фамилии.
"Sanottih ol’d’ih Balahonovad, Ort’uoin ol’d’ih, Fal’kinan ol’d’ih, Demeššinäd ol’d’ih.
","Говорили, что были Балахоновы, были Ортюойн, Фалькины были, Демешшины были."
"Nu siid enen oli, ned ol’d’ih bohatembad vähäšte nečen Veškel’sküöid ol’d’ih Remutorat.
","Ну, затем были побогаче, это Вешкельские, они были немного побогаче, Ремуторы были."
"A bedn’akuoid oli: oli Petrakovan  St’opa oli, siid e On’ka oli, net Petrakovat, bedn’akuoit.
","А из бедняков были Петраковы: Степа был, потом Онька был – это Петраковы, бедняки."
"Nu siid oli Vasil’ei Pavlovan Fed’a, Devs’ejevad ol’d’ih tože ei bohatat, nu siid oli nenis, Barduoiniemez elettih, Paušuoin D’ešan, F’odoran.
","Ну, затем были Василий и Федя Павловы, Девсеевы были, тоже небогатые, ну, затем в Бородиннаволоке жил Паушуойн Дёша, да еще дом Федоран был."
"Muštan ned ol’d’ih vie kirikös storožannu ol’d’ih.
","Помню, они в церкви сторожами были."
"Kai d’o zavodiin käveltä häi, neidižed ol’d’ih ühtez neidiščimme, ühtes kävelimme pruaznikuoil, kai aijan.
","Девушки у них были, когда и я начинала девичествовать, вместе и гуляли, вместе ходили на праздники все время."
"Nu a siid e siga kačo Mois’s’ain ol’d’ih, Pešin ol’d’ih, siid nečen Dutikovad ol’d’ih, kai ülen äijäm muštan niilüöid Püharven nenit.
","Ну, а потом там Моисеевы были, Пешин были, Дутиковы были, всех святозерских этих очень хорошо помню."
"– Nu a kedä eli Lidžmis?
","– Ну, а кто жил в Лижме?"
"Lidžmiz eli tožo Zaharovad elettih, siid elettih Lidžmil, oi, vai oliiš sanodaem mušta, Savas’s’anad elettih, siid eli Nazar’ein elettih, Akiman taluoi oli Lidžmil.
","В Лижме жили Захаровы, потом там жили (ой, как тебе сказать, не помню), Севастьяновы жили, Назарьевы, был в Лижме дом Акимова."
"Tožo pruaznikuoile kävüimme sviižuoile, sinnä gostitettih.
","Тоже на праздники мы ходили туда на воздвиженье, угощали нас."
"Siid (nečenn ei sua kaikkid muštada) Kudr’ašovad ol’d’ih.
",Потом (невозможно всех помнить) Кудряшовы были.
"Em vuoi kaikkid muštada.
",Не могу всех вспомнить.
"Sinnä kävuimme, äj oli.
","Туда мы ходили, там много было дворов."
"A nügü kačo unohtin, em voi muštada kaikkid rodovehte.
","А теперь, видишь ли, забыла, не могу припомнить всех семей."
"Tožo mänet, ka gostitettih, ühtez kävelttih Lidžmin net neidiščimme brihaščimme kai pruaznikuoile.
","Тоже как придешь, угощали; вместе с лижминскими девушками и парнями гуляли, вместе гуляли и ходили на праздники вместе."
"Siid oli Buharčče St’opikse kirguttih.
","Затем был [Бухарчче], Бухарчче Степпи звали."
"Vähäižel häi torguii vie pruaznikuois, kouz midägi kanfettad da niittid da l’entočkad da kai.
","Он немного торговал в праздники [мелочью]: конфетами, да нитками, да ленточками."
"Buharčakse kirguttih St’opin taloluoil sigä Lidžmil.
",Бухарчче называли избу Степпи в Лижме.
"Hedotištoz elettih Sem’onovad, bohatt oli se Sem’onovat, kuulužad ainos forsunad da kai Sem’onovat nu da.
","В Хедотишто жили Семеновы, богатые были они, известные форсуны."
"Sigä Nazar’ein tožo elettih da siid neče eli...
","Да Назарьевы тоже жили там, потом жил этот..."
"Sinnä mani se Piirič Mat’aks kirguttih, Isakan Mat’a da Piirič Mat’a da a (se ainoz Piirič Mat’t’ad minä muštelen), meil bokkperttid azetti.
","Пийриччу Мачей называли, Исакай Матя да Пийрич Матя (Пийрич Матю я всегда вспоминаю), у нас боковушку строил."
"Da siiten nenid azui ikkunpielid da uksit pani da kai Piilič (Piilič ~ Piirič) Mat’a.
",Оконные переплеты да двери наладил Пийрич Матя.
"Se oli Hedotišton eläi.
",Это был житель Хедотишто.
"Nu a Kikiz oli pieni küläine tožo ei loiton Hedotištos.
","Ну, а Кикки была маленькая деревушка недалеко от Хедотишто."
"Sig ol’d’ih Maksimovat da üks pošči taluoi oligi...
","Там были Максимовы, да, кажется, один дом и был..."
"Maksimovad da toin oli oi...
","Максимовых, а другой дом был..."
"Savas’s’anakse tožo kirguttih en tiä kui sigä, sidä taluoid emmušta.
","ой, Севастьяном звали, а как там их дом называли, не помню."
"A sih oli Maksimovah männü, minä muštan meiden küläs, Ošakse kirguttih Arhipan Oša, sit Kikiz oli miehel.
","А там в Кикки, у Максимовых Архипова Оша была замужем, ее Ошей звали, я помню ее по своей деревне."
"Kaks taluoid oli.
",А [в Кикки] два дома было.
"– Nu a Präkas kedä eli?
","– Ну, а в Прякке кто жил?"
"Präkäs kač oli meil ku lähin oli kai muštan.
","В Прякке всех помню, потому что [деревня] с нами рядом находилась."
"Eli enzimäi Mačč eli, Gamam Mačči, siid eli Savan Il’l’e, siid eli Savan Peša, net kai vel’l’eksed ol’d’ih ühtes.
","Первым был дом Маччи, Гаман Маччи, затем жил Илья Саван, потом жил Пеша Саван – это все братья были, вместе жили."
"Siid eli Paušin Iivan, Kondruoin Peša, Kondruoin Ondrij eli.
","Затем жили Иван Паушшин, Пеша Кондруойн, Ондрий Кондруойн жил."
"Oli kolme vel’l’este nel’l’, d’agettiheze; kaks vel’l’este ühtez ele (ele ~ eli), kolmaiž vel’l’ež lähti eriže.
","Их было три или четыре брата, они разделились; два брата жили вместе, третий брат отделился."
"A siid oli Lekki, se mäni miehele, Iudišnäks kirguttih, Sürd’äz otettu en tiä kunna.
","А потом там жила Лекки, Иудишной звали, из Сюрди была взята, потом вышла замуж, но куда, не знаю."
"Ondrii, Puavil da sid Miša elettih, Ondrii da neč oli Ivdišnän mändih (bielombiin), d’iäi üksin elämäh.
","Сыновья Иудишны Ондрий, Пуавил и Миша разъехались кто куда, она осталась одна жить."
"A Miša da siit Puavil lähtedih, osobi elettih.
",Миша и Пуавил отдельно жили.
"Puavil oli Poštaz nainnu, F’odorovna oli mučuoinnu, nel’ last oli.
","Пуавил был в Половине женат, Федоровна была женою, четыре ребенка было."
"A Miša oli Sepäz nainu oinas küläs Präkäs.
","А Миша был женат на дочери Сеппе в своей деревне, в Прякке."
"– Kuibo oli heil familii?
",– Как была у них фамилия?
"Vel’l’il?
",У братьев?
"Ka nene ol’d’ih, kui heit sanotah, F’odoro ei F’odorovakse, entiä kui oli familii sen muštan.
","Так они были Федоровы, нет, не Федоровы, не знаю, какая была фамилия, помню лишь..."
"– Nu kui heidän rodut sanottih?
","– Ну, как их родословную называли?"
"Da siid oli Serguškan Iivan, Serguškan D’ohor oli, tožo bedn’akad elettih.
","Потом был Иван Сергушкан и Дёхор Сергушкан, они бедняки были."
"Siid oli vie Art’uoin starikk eli emmušta miituin oli, tüttärid daa poigid muštan, a starikan sen d’ oli pitke moine, kuz oli nainu sid em mušta.
","Потом был еще старик Артюойн, дочерей и сыновей помню, а самого старика, какой он был, где был женат, не помню, помню лишь, был длинный такой."
"Nečikse kirguttih Art’uoikse Biel’kinäkse.
",Звали его Артюой Белкин.
"Art’uoin Vas’a, Art’uoin Vas’a.
","[В Прякке жил еще] Артюойн Вася, Артюойн Вася."
"– A Melličäs?
",– А в Мелличче?
"Mel’l’ičäs tožo...
",В Мелличче...
"Kačo ku müö sinnä kävüime harvah, muštan ol’d’ih D’evs’ejeväd, da siiten, nahkat hüö ku piestih, D’evs’ejeväd.
","Видишь ли, мы как ходили туда редко, помню лишь, были Девсеевы, они кожу выделывали."
"Nüg ei äijäd ni taluoid olnu kolme vai nel’l’, entiä mi oli net, ned muštan.
","Ну, немного и домов было, три или четыре, не знаю, сколько было, только этих помню."
"– Simaništos?
",– В Симаништо?
"Simaništoz oo, em mušta kaikkit, Simaništoz muštan vai oli Larionovad ol’d’ih, siid oli Peša, nu siid oli Il’l’am Mikittü, sem muštan.
","В Симаништо всех не помню, в Симаништо помню Ларионовы жили, затем был Пеша, затем был Ильян Микиттю, это помню."
"Siid oli Čuurukaššalit kirguttih, tožo pereh suuri, äi neidište brihat.
","[Жителей одного дома] Чуурукашшалит называли, семья большая, много девушек и парней."
"Üks oli poige nainu Kaškanas, toin oli nainu nečis Paulas (Paulas = Palvas?), ned muštan eno hüvin.
","Один парень был женат в Кашканах, другой в Палве – их помню очень хорошо."
"Nu siid Ar’um Il’l’e oli, siid oli, Törön ol’d’ih, Tinačovad ol’d’ih, ned muštan eno hüvin.
","Ну, потом был Арюм Илья, затем Тёрён были, Тиначевы были, их помню очень хорошо."
"Siid oli Kostin taluoi, Kostin taluoih vie müö kävüimme gostih da kai ühtez olimme.
","Затем был дом Костин, в дом Костин мы еще ходили в гости да вместе были."
"A erähit, suuri külä, ei sua kaikkid muštai.
","А некоторых не могу вспомнить, большая деревня была."
"A kudamad muštan ka net sanon kaku točno kai ol’d’ih.
","А которых помню, то их перечислю, поскольку их точно знаю."
"Sid Kandibinan (Kandibinan ~ Kanderinan?) Iivan oli vie sigä ühtes poščišto kävelimme.
","Был еще там Иван Кандыбин, почти в одно время с ним на вечера ходили."
"Niimägez nainu oli.
",Он в Нинисельге был женат.
"Akal oli Oksen’n’e nimi, ühtez neidištimme, Kand’erinan Iivanan, siit kačo häi kuoli vot.
","Жену Ивана Кандыбина звали Оксинья, вместе с ней девичьи годы прошли, потом, видишь ли, она умерла, вот."
"– Nu ä Vašakas kedä eli?
","– Ну, а в Вашакове кто жил?"
"Vašakaz eli, oli Pedrin taluoi, siid oli Kažin D’änüöin, D’er’emöväd ol’d’ih, Trofiman ol’d’ih.
","В Вашакове был дом Педри, затем были Кажин, Дянуойн, Деремеевы, Трофиман были."
"Siid oli vie Mokin taluoi sigä oli, Mokin taluoiks kirguttih.
","Потом еще был там дом Мокки, домом Мокки называли."
"Larikse kirguttih da kai.
","Там жили еще Лари, как их называли."
"Nu a sigä eisua kaikkid muštai ku virstad on kuuz da seiččei kümmene kesket ka.
","Всех, однако, не вспомнишь, так как расстояние до них было верст семь или десять."
"– Nu a kedä muštad eli Kaškanas?
","– Ну, а помнишь ли, кто жил в Кашканах?"
"Kaškanaz eletti, Bajarin, siid elettih Rodionovat, sit nene elettih Možaalinat, siid elettih vie Turkinat.
","В Кашканах жили Баярин, затем Родионовы, Можалины, Туркины."
"Siid vie ol’d’ih bohatuoikse kirguttih net, oi kui?
","Еще жили, богатыми считали их, ой, как же?"
"Emvoi sidä sanat (sanat = sanoda?) nu Rodionovat sanuoin?
","Не могу вспомнить их имени, ну, Родионовых сказала?"
"Emvoi sidä muštai kedä sanottih sig ol’d’ih Bajarid da kai, prikaššikat seižottih.
","Не могу вспомнить, как называли их, были Баярин, у них приказчики останавливались."
"Niilülöil (niilülöil = niilüöil) vie müö podvodad vedimme sinnä kävüimme Kaškanah, nu a muštada em voi kaikkit famil’uoid loittuoine om matke ka pitke.
","Туда мы еще в извоз ездили, туда в Кашканы, не могу вспомнить всех фамилий жителей, дальнее расстояние, дальнее."
"– Nu muštele, kedä eli endevahnas Priäžäs.
","– Ну, вспомни, кто в старину жил в Пряже?"
"Priäžäz eli endevahnas muštan elettii, ol’d’ih Habukan, siid ol’d’ih Larin.
","В Пряже жили в старину Габуковы, потом были Ларин."
"Tožo Priäžäs kävüin neičükännü pruaznikuoile.
",Я тоже ходила в Пряжу девочкой на праздники.
"Siid muštan, siid oli Mit’uoin taluoikse kirguttih Ondrii oli sigä da entiä toižel mi vel’l’el oli.
","Дальше, как помню, был дом Митюойн, одного брата Андреем звали, как звали другого брата, не знаю."
"A siid d’o tännä lähtede, Petrovskuoilepiäi suuri külä, siit Savas’s’anan ol’d’ih, Nazarein ol’d’ih, Zajecovan ol’d’ih.
","А потом пойдешь сюда, к Петрозаводску, там Севастьяновы, Назарьевы и Зайцевы были."
"Siid ol’d’ih Filimonovat, Kuz’m oli Šinduoin.
",Затем были Филимоновы да Кузьма Шиндуойн.
"Nu a siid d’o tännä lähted vie lidnahpiäi ka oli nečen Pedrin Van’an, Harittanan Lukan kodi.
","Ну, а пройдешь еще к городу, там были дома Вани Педрин и Луки Харитонова."
"Sida n’ečen oli...
",Затем был дом этого...
"Šmuran kodi oli, siid Velislajevan oli, Hot’ein oli.
","Шмура, а также Велислаева и Хотея."
"Äijäm muštan a kaikkid ei sua muštuoittai Priäžäs siit.
","Многие дома помню, а всех никак не вспомнить, Пряжа большая деревня была."
"– Niimäges kedä eli?
",– В Нинисельге кто жил?
"Niimägez oli, Prokun taluoi, siid oli kolme vel’l’este.
","В Нинисельге был дом Прокку, у них было три брата."
"Siid oli Platuoin D’eša, siid oli Mokin taluoi, siid oli D’evs’ain taluoi, siid Lobin oli da Pirduoin taluoi.
","За ним был дом Дёши Платуойн, затем дом Мокки, потом дом Девсеева, затем Лобин и дом Пирдуойн."
"Ka net točno muštan kai eno hüvin bohatištot.
","Всех их хорошо помню, все богачи были."
"– Nu viego muštat kedä Kindahaz eli?
","– Помнишь ли, кто еще в Киндасове жил?"
"Kindahaz vähäm muštan.
",В Киндасове мало кого помню.
"Ned hüvin muštan.
",Их хорошо помню.
"– Nu a Riiselgäs kedä eli?
","– Ну, а в Ригсельге кто жил?"
"Riiselgäs kävüimme sinnä niituile ,ka kai muštan, oli Osipan taluoi, siid oli Bobakse kirguttih, Ignuoin taluoi.
","В Ригсельгу ходили на пожни, так что там всех помню: был дом Осипан, затем дом Игнуоя, его Боба звали."
"Net kai ühtes.
",Они все вместе жили.
"Nu enämbäd eini olnu, pieni oli.
","Ну, больше и не было [домов], маленькая была деревня."
"Ontuoin taluoi se Karpan Peša oli sigä nainu, muštan.
","В семье Онтуоя был женат Пеша Карпан, это помню."
"– Nu a toižis külis midä vie emme maininnu?
","– Ну, а в других деревнях, которых еще не упомянули?"
"Ka loitoks sinnä minä kačo Nuožarveh en kävünü entiedä.
","Далеко туда в Крошнозеро я не часто ходила, не знаю."
"Proidiin vai k ühten kieran, nu a ed häi sigä kolmekümen virstad on kesket.
","Прошла только один раз, ну, ведь не знаешь, какие там дома есть – расстояние-то верст тридцать будет."
"Ka kuz on miittumad oldah taluoid da kai, a kudamad oli täs Siidniemez da kai da Simaništuois ka net, kävüimme vastai da pruaznikuoile ka net kai muštan taluoit.
","А чьи дома были в Сигнаволоке да в Симаништо, эти дома я помню, взаимно ходили на праздники."
"– Siidniemes kedä eli?
",– В Сигнаволоке кто был?
"Siidniemez elettih, Räbin eli, siid eli Hot’ukke eli, Mačin Semuoi eli.
","В Сигнаволоке Рябин жил, затем Хотюкке жил, Семуой Мачин жил."
"Siid Mikitün taluoil Ontipan ol’d’ih, nečen oli, oi Abrum Miša, siid oli D’en’oška, net kai muštan, Mačin Iivan oli, Hur(t)inad ol’d’ii tožo, kolme vai ńel’l’e vel’l’este lienov olnu.
","В доме Микиттю жили Онтипан; далее Абрум Миша, затем Денешка, этих всех помню, Иван Мачин был, Хуртины были, их три или четыре брата как будто было."
"– A Hris’s’anas kedä eli?
",– А в Христьянах кто жил?
"Hris’s’anas tožo vähäm muštan, Širokinan taluoin vai muštan, da siid Ar’t’uoikse kirguttih, Ar’t’uoin akke, ned muštan; Ar’t’uoin akkad daže nägin.
","В Христьянах также мало помню, дом Широкина только помню да вдову Артюойя, звали Артюой, помню; жену Артюойя даже видела."
"A Širokinan ned ol’d’ih tožo bohatat, ka hüö sinnä...
","А Широкины были богатые, так они туда..."
"Kouz muga vähäižel tuldah, muud emmušta ni kedä.
",Других не помню никого.
"– Kaigo küläd d’o mainičimme, kudai lähižed?
","– Все ли деревни, которые поближе, уже упомянули?"
"Ka lähižet kai.
",Ближние все.
"A Nirkas vie kač oli se Savuoin taluoi, sinnä müö podvodad vedimme kävüimme.
","А в Нирках еще был дом Савуойн, к ним мы заходили, когда были в извозе."
"Seižottih nene prikaššikad da kai podvodat.
",У них стояли на квартире приказчики и останавливались извозчики.
"Ülen äijäл emmušta kaikkit taloluoit Nirkas.
",Не помню всех домов в Нирках.
"Kaks taluoid muštan kuz ned ol’d’ih, seižottih prikaššit (prikaššit = prikaššikat) müö sinnä gruuzud vedimme, sih zdaičimme.
","Два дома помню, где приказчики стояли, мы туда груз возили, там сдавали."
"Ka siid lähti, sanou: ”Om minul omat, sanou, pidäu lähtäi”.
","Однажды жена говорит мужу: «Есть у меня в городе свои, надо пойти [навестить]»."
"Ukko sanou: ”Läkämme, Paša, gostih, lidnah sizäridelöh läkämme”.
","Муж говорит: «Пойдем, Паша, в гости в город к сестрам»."
"Nu uudet tuflit osti sanou ukko pogostal, laukas.
","Ну, новые туфли купил муж на погосте в лавке, принес."
"Tuoi d’algah panin, tulimme lidnah.
",Она их на ноги обула и пришли в город.
"”Üön magažimme, huondeksel lähtimme”, sanou: ”lidnale läkämme, ukon kera lidnale.
","А потом жена рассказывала: «Ночь мы проспали, утром пошли мы с мужем по городу."
"Minä sanon: ”Midäbo nügü, Iivan, d’uostah nečis, sanou, läkämmei müö d’uostos”.
","Я и говорю: «Что это они, Иван, бегут, побежим и мы»."
"– ”Läkämme”.
",– «Побежим» – говорит.
"– ”Kunna , sanou, d’uostah rahvas sinnäi müö”.
","– «Куда бежит народ, туда и мы»."
"D’uoksimme, d’uoksimme, sanou, minul ku tarttuu kande, sanou, uuzis tufliis sinnä panēlin keskeh, sanou, sinnä d’iäi kande.
","Бежали, бежали, у меня как зацепится каблук в панель, так там и остался каблук из новых туфель."
"”Oi, – minä  vongun, oi, Iivan!
","«Ой, – я кричу, – ой, Иван!"
"Kande pakui!”.
",Каблук оторвался!».
"”Ka nügü kui otat, – sanou, –pagene iäre, kai rahvas kunna d’uostah ka d’älgeh”.
","«Как теперь отдерешь [каблук], удирай прочь, – говорит, – беги следом, куда весь народ бежит»."
"Tulimme sanou, azetuttih rahvas, sanou, heitettih ńel’l’udelus sanou, kodin alle ken kunna puuttui sanou.
","Потом народ остановился, перестали бежать, возле домов [стоят], кто куда попал."
"Tulemme sanou kodih, sanou, ka Hedotištoh tulimme, küzütäh: ” Hoi, Paša!
","Возвращаемся домой, в Хедотишто, приходим, а у меня и спрашивают: «Хой, Паша!"
"Hüvägo oli lidnaz olda?
",Хорошо ли было в городе-то?
"Gostiitte da kai ka”.
",Гостили там да все».
"–   ”Oi midä, sanou pagižed hüvä oli, – sanon, – uuziis tufliis kandat sinnä kirbottih.”
","–   «Ой, не говори, – отвечаю, – что хорошо было: от новых туфлей каблуки там остались»."
"–   ”A mi sanou mäne tiedä midä sanou.
","–   «А поди знай, что."
"Ku lähtimme huondeksel lidnale, ka kai rahvaz d’uostah, kai d’uostah nel’l’utah ken kunnagi, sanou, dai müö sanou lähtimme ukonker.
","Как пошли утром по городу, так весь народ бежит, все бегут, несутся кто куда и мы с мужем побежали."
"Minä d’uoksin, d’uoksin paneelile keskeh tartuttih kandat, tufliis kandat pakuttih.”
","Я бежала, бежала, новые туфли за панель зацепились, так от туфлей каблуки и отвалились.»"
"–   ”Ka mibo moine čuudo oli?”
","–   «Да, что за чудо такое было?»"
"–   ”A mi čuudo oli, sanottih trevooge, trevooge, sanou, oli, a end’otiä miituine trevooge”.
","–   «А такое чудо было – тревога, говорят, тревога была, а какая тревога, не знаю»."
"–   ”Ka edgo mušta?”
",–   «Так и не знаешь?»
"Da, olihäi sanou karandašan karvaine, sanou, trevoge.
",Да была тревога какая-то непонятная (дословно: карандашной масти).
"Sidä, sanou, rahvaz nel’l’udel’t’t’h, i minä sih.
","Поэтому и народ носился, и я бежала."
"Sanou, tufliižed mändih minul kandat pakuttih, sanou.
","Туфельки пропали мои, каблуки отвалились."
"Siid lidnah eipidä mändä ni konz enämbät”.
",Поэтому в город не надо никогда больше ездить».
"Vie sanotah, totte, totte, sanou, oli, starikat muštelttih d’ärvi oli, a siid lähti iäre.
","Еще рассказывают, старики вспоминают, что [в старину в Нинисельге] было озеро, а потом исчезло."
"Oli naižel üks poige ainuoi poig oli.
","Был у [одной] женщины сын, единственный сын был."
"Sit hänel se mäni d’ärveh, Niimägen d’ärveh, vedeh, poige.
",Однажды он утонул в Нинисельгском озере.
"Siit häi pani eläväd artugat sinne piästi, siid d’ärvi lähti Šängimäh.
","Баба напустила в озеро живой ртути, напустила, и озеро ушло в Шяньгиму."
"Grežad om moižet dorogaz vai sinnä vai d’iäi, sille kohtale noste (?), daaže kaivod ielnu.
","На пути туда такие гряды скал, а на месте озера поднялся холм, даже ключа не осталось."
"Kahtele kilometrile suorandah kaivo rodiih, rodnikke, sinnä kävüttih vedele Niimäges.
","За два километра на краю болота ключ, родник появился, туда ходили за водой из Нинисельги."
"– Viego muštat keda eli Pelduoižen taloluois, zavodimme Lesken Fed’an taluois?
","– Помнишь ли, кто жил в Пелдоже, начнем с дома Феди Лескен?"
"Minä muštan d’oga taluois n’okaz n’okkah.
",Я помню [жителей] каждого дома с одного конца деревни и до другого.
"Kaikkid rahvahid muštan, dai kaikkit mužikuoid muštan dai, naižid dai kaikkid muštan, voin sanoda.
","Всех жителей помню, всех мужиков и женщин, всех помню, могу рассказать."
"– Nu kedä oli Lesken Fed’an taluois?
","– Ну, из кого состояла семья Феди Лескен?"
"Lesken Fed’an taluoiz oli: Fed’a oli se, heil tuatto kaikiz vahnin.
",В доме Феди Лескен были: отец Федя у них был самый старший [в семье].
"Kolme poigad oli.
",Три сына было.
"Iče Fed’a oli nainu Palatezd’ärvez.
",Сам Федя был женат в Палатозере.
"A poigad ol’d’ih, vahnin poig oli Miikkul, keskimäine poig oli Timuoi, nuorim poige Ol’eša.
","Старшего сына звали Мийккул, среднего Тимуой, младшего – Олёша."
"Vahnim poig oli Čarniemes, Maksimouna oli Irin’n’e hänel otettu.
","Старший сын был женат в Чарнаволоке, Максимовна, Иринья была у него жена."
"A Timuoi oli nainu omas küläs Pelduoižis St’opin D’uard’e.
",А Тимуой был женат в своей деревне в Пелдоже на Дуарде Степин.
"A Ol’eš oli nuorim poige nainnu Onuoin Fed’as.
","А Олеша, младший сын, взял жену из семьи Феди Онуойн."
"Fed’al ielnu ni kedä.
","У Феди не было никого из [детей], кроме единственной дочери."
"Häi oli männu sinnä kodavävükse, Nastuoi oli mučuoi hänel.
","[Сам] он был там примаком, а Настуой была его жена."
"Nat’t’ oli da siit toine Tan’a oli, entiä mändihgo ned miehele, lähtedih ka.
","Дочерей звали Натти, вторую Таня, но не знаю, вышли ли они замуж, но [из деревни] уехали..."
"A poigad oli Iivan da Mač.
",А сыновья были Иван да Маччи.
"Entiä tožo kunna häi bezvesti mäni, se Miikkulan poige.
",Не знаю [второй] сын Мийккула куда-то без вести пропал.
"A Timuoil tožo da siid Duard’al oli kKaks poigat, kolmaiš tütär oli.
","У Тимуой и Дуарди было два сына, третья была дочь."
"Tüttärel oli nimi Nataša, vahnimal poigal oli D’eša, а nuorimal poigal oli Timuoin poigit Ippu.
","Дочь звали Наташа, старшего сына Деша, а младшего сына Иппу."
"Siit tožo lähtedih lidnah, burlakuoiččemah da piät süöttämäh siit ainos sigä kävel’t’t’ih.
","Поэтому они, видишь ли, ушли в город бурлачить да голову кормить, все время там находились."
"A Ol’ešal oli üks tutär Oksen’n’e, häi ei ni kävünü ni kunna.
","А у Олёши была одна дочь Оксинья, сам он не ходил никуда."
"Da sii lopun igän muga siid eli da d’älgele.
",Остаток жизни он так тут и жил.
"Akuacaih kouz lähtedih siid i kuoli se Ol’eša a Okku se d’iäi.
","Когда отправились в эвакуацию, Олёша умер, а Окку осталась."
"Nu, Okku siid omah küläh mäni miehele Borancovan Ol’oškan poigale.
","Ну, Окку потом замуж вышла в своей деревне за сына Олёшки Баранцева."
"Vot sii hüöhäi familii permenittih ei mändü Borancovikse, Nikitinäks kir’utettiheze.
","Вот тогда они фамилию и переменили, не записались Баранцевыми, Никитиными записались."
"Nu a siid elettih da tožo, ol’d’ih, a Okku vie on n’ügü hengiz, a Miša, se hänen ukko, entiä kunna lähti bezvesti Arhangel’skaz on, eletäh tožo.
","А Окку еще и сейчас жива, а муж Миша не знаю, куда делся, где-то в Архангельской области находится, там и живут."
"Siid oli hänel kaks poigat, daže kolm oli, vot.
","Было у него два сына, даже три было, вот."
"Vahnim poig oli Fed’a.
",Старший сын был Федя.
"Sii häi se, se ku nečidä, Kondrat’ouna kuoli hänel, sil Kondruoil, siit häi nai toižen, otti Il’l’an D’akum Madžun.
","Когда Кондратьевна умерла у Кондруоя, он женился на другой, взял Маджу из семьи Ильи Дякун."
"Madžul oli kaks poigat: D’akku da Mit’t’u.
",У Маджу было два сына: Дякку да Миттю.
"Nu a Fed’a se oli endišt akkat Kondruoil.
",А Федя был у Кондруоя от первой жены.
"Siid Daša vähäižel siid eli da kai nu lapsiit suai ühten, poigan suai sevo, siid Daša se kuoli.
","Даша немного тут жила, одного родила ребенка, сына одного родила, потом Даша умерла."
"Tüttären otti, Ivnounan Maša.
",Его дочь Ивановну взял.
"Sen otti.
",Ее вот и взял.
